Sentence #,sylhet_word,bio_tag
,টুপটুপ,O
Sentence: 720,আমরা,O
,ওতোও,O
,বালা,O
,নায়,O
Sentence: 2369,তোমার,O
,চোখ,O
,থাকে,O
,অন্য,O
,ফুরিন্তর,O
,বায়,O
Sentence: 2719,ভালা,O
,লাগে,O
,না,O
Sentence: 1209,বিয়ার,O
,এক,O
,বৎসর,O
,ফরেও,O
,তারার,O
,ফুড়ি,B-REL
,অইছে,O
Sentence: 370,বাবু,O
,খাইছোনি,O
,জিকানির,O
,মানুষগুতা,O
,নাই,O
,করু,O
,আমি,O
,এখনো,O
,এতো,O
,হুকনা,O
Sentence: 539,আমি,O
,তাইর,O
,চউখ,O
,ওর,O
,মায়াত,O
,পড়ছি,O
Sentence: 3395,তারা,O
,তিঙ্গু,O
,ভাই,O
,আছিলো,O
,কিন্তু,O
,হেরার,O
,মাঝে,O
,মিল,O
,আছিলো,O
Sentence: 137,তুমি,O
,যদি,O
,খেউরে,O
,ভালোবাসো,O
,তাইলে,O
,তারে,O
,ছাড়ি,O
,দেও,O
Sentence: 1806,তেতই,B-FOOD
,লইয়া,O
,খালি,O
,আমরার,O
,দেশো,B-LOC
,নায়,O
,বরোঞ্ছ,O
,সাড়া,O
,উপমহাদেশো,B-LOC
,বাক্কা,O
,ভুল,O
,ধারণা,O
,আছে,O
Sentence: 1266,মুই,O
,খেয়াল,O
,খরছি,O
,তাইন,O
,আর,O
,তাইনর,O
,ফুয়ার,B-REL
,সম্পর্ক,O
,খুব,O
,খারাফ,O
Sentence: 162,দেখো,O
,ছাইন,O
,খতো,O
,সুন্দর,O
,মিষ্টি,O
,চান্দর,O
,আলো,O
Sentence: 3275,এখলগে,O
,আছি,O
Sentence: 561,একগু,O
,ফুরি,O
,আর,O
,একগু,O
,ফুয়ায়,O
,একলগে,O
,খেলছে,O
Sentence: 1027,খালি,O
,ফুয়াটার,B-REL
,মুকর,O
,বায়,O
,চাইয়া,O
,চুফ,O
,মারি,O
,আছি,O
Sentence: 3237,মাতবায়,O
,না,O
Sentence: 898,হারাদিন,O
,বাসাত,O
,বইয়া,O
,ফেইসবুক,B-ORG
,টিকটক,B-ORG
,ওতাত,O
,সময়,O
,কাটে,O
,তাইর,O
Sentence: 1444,ততদিনে,O
,মুই,O
,তার,O
,প্রতি,O
,বাক্কা,O
,দুর্বল,O
,অই,O
,গেছলাম,O
Sentence: 3220,কয়টা,O
,বই,B-OBJ
,কিনছি,O
Sentence: 1173,দুই,O
,বৎসর,O
,আগে,O
,নিজর,O
,ফছন্দেউ,O
,বিয়া,O
,খরছিলাম,O
Sentence: 2035,আফনে,O
,কিতা,O
,কোন,O
,ভুল,O
,করতা,O
,ফারোইন,O
,নি,O
Sentence: 201,মাত্র,O
,এখ,O
,বছর,O
,বাদে,O
,গানগুতার,O
,বয়স,O
,এখ,O
,যুগ,O
,অই,O
,যাইবো,O
Sentence: 34,তর,O
,পড়ালেখা,O
,করা,O
,লাগবো,O
Sentence: 3307,ভালা,O
,লাগে,O
Sentence: 3080,আমার,O
,স্বপ্ন,O
Sentence: 90,পয়লা,O
,আফনারে,O
,এখটা,O
,দুকানো,O
,যাওয়া,O
,লাগবো,O
Sentence: 1210,কিন্তুক,O
,কিছুদিন,O
,যাওয়া,O
,ফরেও,O
,তারার,O
,মাঝে,O
,লাগালাগি,O
,শুরু,O
,অয়,O
Sentence: 2893,বাক্কা,O
,লম্বা,O
,না,O
Sentence: 3429,আমরা,O
,ঢাকাত,B-LOC
,থাকি,O
Sentence: 1563,বউত,O
,জাত,O
,ওর,O
,ফুল,B-OBJ
,থারিয়া,O
,করি,O
,সাজানি,O
,আছে,O
Sentence: 972,আমারে,O
,ডাকবা,O
,না,O
Sentence: 2828,করতাম,O
,পাররাম,O
,না,O
,বহুত,O
,জ্বর,O
Sentence: 1980,মোর,O
,পছন্দ,O
,অয়,O
,ইলান,O
,ফুড়ি,O
,তারার,O
,পছন্দ,O
,অয়,O
,না,O
Sentence: 1576,আমি,O
,যে,O
,দুখ,O
,ফাইছি,O
,ওগু,O
,কিতা,O
,কুন্তা,O
,নায়,O
Sentence: 2849,আমরার,O
,কাম,O
,আছে,O
Sentence: 1238,হাসপাতাল,B-ORG
,আইয়াও,O
,মোরে,O
,খয়,O
,চলো,O
,বাসাত,O
,যাই,O
Sentence: 2317,তোমারে,O
,মুই,O
,ধন্যবাদ,O
,জানাতে,O
,চাই,O
Sentence: 1025,যেছা,O
,খেউ,O
,আমারে,O
,এখ,O
,দেখাত,O
,পছন্দ,O
,খরবা,O
Sentence: 1738,নিজেরে,O
,তাইন,O
,দূর্বল,O
,ভাবিয়া,O
,ওতা,O
,করোইন,O
Sentence: 1226,ফুড়ির,B-REL
,আম্মায়,B-REL
,অতা,O
,জানিয়াউ,O
,বিয়া,O
,দিছইন,O
Sentence: 2929,আমি,O
,আইতাম,O
Sentence: 2869,মাত,O
,ওর,O
,জবাব,O
,দেউকা,O
Sentence: 303,নয়া,O
,এরা,O
,বহুততা,O
,হিকতা,O
,পারবা,O
,আশা,O
,খরি,O
Sentence: 3297,আমি,O
,ছোটকাল,O
,তোনেও,O
,মেধাবী,O
,আছিলাম,O
Sentence: 2239,দুজনে,O
,মিলিয়া,O
,দুরে,O
,কোনকানো,O
,ফাকাইয়া,O
,আইতে,O
,ফারি,O
Sentence: 1179,হে,O
,কুনোদিনও,O
,মোর,O
,গেছে,O
,মোর,O
,সামর্থ্যর,O
,বারে,O
,কুচ্চু,O
,চাইছে,O
,না,O
Sentence: 1906,ফুয়াটায়,O
,কিবা,O
,আরোখ,O
,ফুড়িরে,O
,ভালা,O
,পায়,O
Sentence: 3072,কিতা,O
,বিয়া,O
,অই,O
,গেছে,O
,নি,O
Sentence: 1046,কুনো,O
,মাত,O
,খারাফ,O
,পাইলে,O
,দয়া,O
,খরি,O
,মাফ,O
,খরি,O
,দিবা,O
Sentence: 1883,এতো,O
,ভাবার,O
,সময়,O
,কই,O
Sentence: 1041,ফুয়াগুতার,B-REL
,ভবিষ্যতর,O
,খতা,O
,ভাবিয়া,O
,চুফ,O
,মারি,O
,আছি,O
Sentence: 1889,তুমি,O
,এত,O
,অমনোযোগী,O
,অইলে,O
,পরিক্ষায়,O
,ভালা,O
,ফলাফল,O
,করবা,O
,কেমনে,O
Sentence: 952,সময়,O
,ফুরাই,O
,গেছে,O
Sentence: 587,আইজ,O
,আমার,O
,জন্মদিন,O
Sentence: 2039,আমি,O
,বাংলা,O
,মাত্তাম,O
,ফারি,O
Sentence: 3263,পরিবারের,O
,খতা,O
,কইতাম,O
,চাই,O
Sentence: 2964,ভালা,O
,ফাই,O
,না,O
Sentence: 324,মুই,O
,মোর,O
,পরিবারর,O
,খতা,O
,কইতাম,O
,চাই,O
Sentence: 3459,তুমি,O
,কই,O
Sentence: 697,তুমিতাইন,O
,ওর,O
,মন,O
,চাইলে,O
,গিয়া,O
,না,O
,করো,O
Sentence: 738,আমার,O
,কোন,O
,বন্ধু,B-REL
,নাই,O
Sentence: 1688,শেষ,O
,বল,O
,ও,O
,ছক্কা,O
,মারিয়া,O
,বাংলাদেশ,B-ORG
,জিতি,O
,গেলো,O
Sentence: 2913,আমি,O
,একলা,O
,আচলাম,O
Sentence: 3059,আব্বা,O
,বিদেশ,B-LOC
,থাকোইন,O
Sentence: 597,আইজ,O
,কত,O
,তারিখ,O
Sentence: 1765,আরেকগুর,O
,দোষ,O
,সহজেউ,O
,খুজিয়া,O
,ফাওয়া,O
,যায়,O
Sentence: 1536,বড়,B-LOC
,বইন,I-LOC
,ওর,O
,ঘর,I-LOC
,ও,O
,তার,O
,লাগি,O
,ছোট,B-OBJ
,খাট,I-OBJ
,দেওয়া,O
,ওইলো,O
Sentence: 1469,মোর,O
,বিয়া,O
,অইছে,O
,এক,O
,মাস,O
Sentence: 1202,তাইর,O
,লাগি,O
,পরিবার,O
,মানলে,O
,বিয়া,O
,অইবো,O
,নইলে,O
,তাই,O
,ফারতো,O
,নায়,O
Sentence: 3366,আমি,O
,এগু,O
,বই,B-OBJ
,পড়ছি,O
Sentence: 3369,আমি,O
,বই,B-OBJ
,পড়ছি,O
Sentence: 189,মৌসুমী,B-PER
,আফারে,O
,কইছি,O
,অলাখান,O
,এখটা,O
,ছবি,O
,আমরারে,O
,আবার,O
,উপহার,O
,দেইন,O
Sentence: 2387,তুমি,O
,কিতা,O
,আম,B-FOOD
,খাইছলায়,O
,নি,O
Sentence: 3045,বিশ্বাস,O
,করো,O
Sentence: 3150,মুই,O
,এখটা,O
,ফুয়া,O
Sentence: 1818,টেমেটুর,B-LOC
,বাজারো,I-LOC
,যে,O
,আগুইন,O
,আম,O
,মাইনশর,O
,টাইন,O
,ইতা,O
,অখন,O
,আর,O
,নয়া,O
,কুনো,O
,খবর,O
,নায়,O
Sentence: 2321,তোমার,O
,কাছে,O
,আমি,O
,একটা,O
,পরামর্শ,O
,চাইরাম,O
Sentence: 3178,আব্বায়,B-REL
,জামা,B-OBJ
,কিনিয়া,O
,আনছইন,O
Sentence: 1778,ওজন,O
,খমানির,O
,লাগি,O
,হফরি,B-FOOD
,খুব,O
,উফকারি,O
Sentence: 371,লাগা,O
,বাড়ির,O
,ফুড়িটারে,O
,ভালা,O
,লাগছিল,O
,বাদে,O
,জানলাম,O
,তাই,O
,ছুটির,O
,দিনও,O
,কলেজো,B-ORG
,যায়,O
Sentence: 2560,চিন্তা,O
,করতাছি,O
,কিচ্ছু,O
,একটা,O
,করমু,O
Sentence: 1178,তার,O
,সব,O
,খরচা,O
,তার,O
,বাফ,B-REL
,মায়,B-REL
,চালাইন,O
Sentence: 962,তাইন,O
,রাগি,O
,গেছলা,O
Sentence: 3107,আব্বায়,B-REL
,মোর,O
,লাগি,O
,কালো,B-COL
,জামা,B-OBJ
,কিনিয়া,O
,আনছইন,O
Sentence: 3000,সোকাইলকু,O
,নাস্তা,B-FOOD
,খাইয়া,O
,বাদে,O
,স্কুল,B-ORG
,ও,O
,যাই,O
,না,O
Sentence: 2217,সে,O
,তোমার,O
,লাগি,O
,সব,O
,কিছু,O
,করতে,O
,ফারে,O
Sentence: 1999,মুই,O
,মোর,O
,বইনরে,B-REL
,খুব,O
,ভালাপাই,O
Sentence: 1298,সংসারর,O
,সারা,O
,খরচা,O
,মোর,O
,জামাইয়ে,B-REL
,দেইন,O
Sentence: 3399,মাত্তা,O
,ফারোইন,O
,না,O
Sentence: 2186,প্রথমে,O
,তোমাকে,O
,একটা,O
,বইয়ের,O
,দোখানো,O
,যাইতে,O
,হইবো,O
Sentence: 1346,মুই,O
,তান,O
,লগে,O
,আস্তা,O
,রাইত,O
,জাগিয়া,O
,জোনে,B-OBJ
,মাততাম,O
Sentence: 3444,তার,O
,পরিবাররে,O
,যে,O
,ভালা,O
,ফায়,O
Sentence: 1629,তোমরার,O
,মাত,O
,হুনিয়া,O
,হাসছি,O
Sentence: 1387,মোরে,O
,বুঝে,O
,মোর,O
,হখল,O
,খতা,O
,হুনে,O
Sentence: 3247,তুলা,O
,লাগবো,O
Sentence: 1924,তুমার,O
,কিতা,O
,পড়ালেখা,O
,ভালা,O
,লাগে,O
,নানি,O
Sentence: 307,রাজকুমারির,B-ROLE
,মায়া,O
,দুনিয়া,B-LOC
,আইজো,O
,ভুলছে,O
,না,O
Sentence: 633,স্কুল,B-ORG
,ও,O
,সাইকেল,B-OBJ
,চালাইয়া,O
,যাইতাম,O
,মাঝে,O
,মধ্যে,O
Sentence: 1680,অসুখে,O
,তাইন,O
,কয়েক,O
,বছর,O
,ধরি,O
,ভোগরা,O
Sentence: 591,হকলতা,O
,একলগে,O
,করা,O
,যায়,O
,না,O
Sentence: 63,মুই,O
,এখটা,O
,ফুয়া,O
Sentence: 1872,একে,O
,অপরের,O
,পতি,O
,যতো,O
,বেশি,O
,বিশ্বাস,O
,থাকবো,O
,তাদের,O
,ভালা,O
,ফাইয়া,O
,পাল্লা,O
,ততো,O
,ভারি,O
,অইবো,O
Sentence: 2155,আমার,O
,মাই,B-REL
,অনেক,O
,ভালা,O
,রান্দা,O
,করইন,O
Sentence: 409,গফ,O
,ওর,O
,মাত,O
,যখন,O
,ওয়,O
,আয়,O
,তখন,O
,ওউ,O
,আমরার,O
,বাইচ্চাইন্তোর,O
,কথা,O
,মন,O
,ও,O
,পড়ি,O
,যায়,O
Sentence: 1804,হুরুকালো,O
,বাফ,B-REL
,মায়,B-REL
,তেতই,B-FOOD
,খাওয়ার,O
,লাগি,O
,নিষেধ,O
,দিছইন,O
,না,O
,ইলা,O
,খেউরে,O
,মনয়,O
,না,O
,খুজিয়া,O
,পাওয়া,O
,যাইবো,O
Sentence: 2563,সে,O
,খাওন,O
,থামাইয়া,O
,কইলো,O
Sentence: 1360,বাসাত,O
,মুই,O
,ছাড়া,O
,আর,O
,খেউ,O
,কুনতা,O
,জানইন,O
,না,O
Sentence: 2058,আম,B-FOOD
,আমার,O
,প্রিয়,O
,ফল,B-FOOD
Sentence: 2548,মোরে,O
,বোলা,O
Sentence: 152,তুমার,O
,মনর,O
,কথা,O
,আইজ,O
,মোরে,O
,খুলিয়া,O
,কউ,O
Sentence: 2029,আফনে,O
,কিতা,O
,ওউ,O
,জেগাত,O
,ঘুরতা,O
,ফারবা,O
,নি,O
Sentence: 624,অসাধারণ,O
,একটা,O
,বই,B-OBJ
,পড়লাম,O
Sentence: 1582,আমি,O
,আরেকগুর,O
,লগে,O
,মাতিয়ার,O
Sentence: 1562,রাস্তার,B-LOC
,ধারো,O
,একটা,O
,ফুল,B-OBJ
,ওর,O
,দোকান,O
Sentence: 3194,শাড়ি,B-OBJ
,কিনিয়া,O
,দিছে,O
Sentence: 1304,অখটা,O
,কিতা,O
,ঠিগ,O
,সিদ্ধান্ত,O
,অইবো,O
,নি,O
,আমরার,O
,লাগি,O
Sentence: 179,ওউ,O
,ছবির,O
,ফত্তেকটা,O
,গান,O
,বাক্কা,O
,ভালা,O
,লাগতো,O
,আর,O
,এখনো,O
,লাগে,O
Sentence: 1683,বাক্কা,O
,কতদিন,O
,পলাশ,B-PER
,ওর,O
,খুব,O
,মন,O
,খারাপ,O
,আছলো,O
Sentence: 2481,আম্মা,B-REL
,রান্দাঘরো,O
,বইসা,O
,মাটির,B-OBJ
,পাতিলো,I-OBJ
,মুরগির,B-FOOD
,মাংস,I-FOOD
,রান্দা,O
,করছইন,O
Sentence: 2780,একটা,O
,ছড়,O
,লাগাইয়া,O
,দিমু,O
Sentence: 979,হে,O
,রাগি,O
,গেছিল,O
Sentence: 773,পাখি,B-ANI
,ওগু,O
,দেখতে,O
,সুন্দর,O
Sentence: 1319,তারার,O
,অনুমতির,O
,অফেক্ষা,O
,খরা,O
,লাগের,O
Sentence: 2841,ঘুম,O
,তনে,O
,জলদি,O
,উঠি,O
,যাইও,O
Sentence: 1546,তার,O
,প্রিয়,O
,একগু,O
,বই,B-OBJ
,হারাই,O
,গেছে,O
Sentence: 3054,সহজ,O
,ভাষায়,O
,মাতা,O
,উচিৎ,O
Sentence: 3384,সময়,O
,কষ্ট,O
,পাই,O
Sentence: 1362,সমাজো,O
,হখলে,O
,আমরারে,O
,বাক্কা,O
,সম্মান,O
,দিয়া,O
,চলইন,O
Sentence: 1414,মুই,O
,সিলেটো,B-LOC
,থাকি,O
Sentence: 2569,আমার,O
,ছোডভাই,B-REL
,বিয়া,O
,করি,O
,লাইসে,O
Sentence: 2207,আফনারে,O
,ভালাফাই,O
,এই,O
,কথাটি,O
,বলার,O
,বাকি,O
Sentence: 1830,মোর,O
,হরু,B-REL
,ভাই,I-REL
,মুরগর,B-FOOD
,মাংস,I-FOOD
,খাইতে,O
,ভালা,O
,ফায়,O
Sentence: 609,তোমরার,O
,গ্রাম,B-LOC
,ওর,O
,বাড়ি,I-LOC
,কোন,O
Sentence: 2006,আফনে,O
,ওতো,O
,খারাপ,O
,ভাবে,O
,আছইন,O
,কিতার,O
,লাগি,O
Sentence: 3285,এখনো,O
,চিনিন,O
,না,O
Sentence: 2518,শিমুর,B-PER
,গোলাপি,B-COL
,রং,I-COL
,পছন্দ,O
Sentence: 2493,আমরা,O
,সবাই,O
,একসাথে,O
,খেল,O
,দেখছিলাম,O
Sentence: 1095,তখনকুর,O
,সময়,O
,ফুড়িন্তর,O
,লাগি,O
,ইখটা,O
,অনেখ,O
,বয়স,O
Sentence: 3283,যারা,O
,মোরে,O
,এখনো,O
,চিনিন,O
,না,O
Sentence: 1393,মুই,O
,কুনোসময়,O
,তানর,O
,কুনো,O
,কাম,O
,লইয়া,O
,খুটা,O
,দেই,O
,না,O
Sentence: 2776,কাজটা,O
,করো,O
Sentence: 2613,আফনার,O
,লগে,O
,মাত্তে,O
,বাক্কা,O
,ভালা,O
,লাগে,O
,আমার,O
Sentence: 286,আইজ,O
,প্রায়,O
,৮,O
,দিন,O
,ধরি,O
,পানি,B-FOOD
,নাই,O
Sentence: 560,তার,O
,চউখ,O
,হরিণ,O
,ওর,O
,লাকান,O
Sentence: 2082,বিয়ার,O
,তারিখ,O
,কবে,O
,ঠিক,O
,করা,O
,ওইছে,O
Sentence: 781,বেশি,O
,মাত,O
,আমার,O
,বালা,O
,লাগে,O
,না,O
Sentence: 1572,ফুরি,O
,এগুয়ে,O
,কিতা,O
,করছে,O
,জানো,O
,নি,O
Sentence: 593,বালা,O
,ফুরি,O
,পাইয়ার,O
,না,O
Sentence: 2258,বাপ,B-REL
,মার,B-REL
,মায়া,O
,ভালোবাসা,O
,ছাড়া,O
,মুই,O
,বড়,O
,অইগেজি,O
Sentence: 1871,কাউরে,O
,মিচা,O
,বলিয়া,O
,খুশির,O
,করার,O
,চেয়ে,O
,হাচা,O
,বলে,O
,কানদানি,O
,ভালা,O
Sentence: 2630,কিতা,O
,দিয়া,O
,ভাত,B-FOOD
Sentence: 1935,মুই,O
,হাতার,O
,দিতে,O
,ভালা,O
,পাই,O
Sentence: 1977,ফুড়িয়ে,O
,খয়,O
,দরখার,O
,অইলে,O
,মোর,O
,পরিবার,O
,তুমার,O
,পরিবারর,O
,লগে,O
,মাতবা,O
Sentence: 1702,পাকনা,O
,ফুয়া,O
,ওগুয়ে,O
,বেশি,O
,মাতে,O
Sentence: 1120,যদি,O
,লুকাইয়া,O
,বিয়া,O
,খরি,O
,তে,O
,বাদেদি,O
,তাইর,O
,ফ্যামিলি,O
,কুনো,O
,সমস্যা,O
,খরতো,O
,পারবো,O
,নি,O
Sentence: 2085,আমি,O
,সমুদ্র,B-LOC
,খুব,O
,বালা,O
,ফাই,O
Sentence: 1196,মুই,O
,বাক্কা,O
,খয়বার,O
,তাইর,O
,গেছে,O
,মাফ,O
,চাইছি,O
Sentence: 2432,আম্মা,B-REL
,রান্নাঘরো,O
,বইয়া,O
,মোরগির,B-FOOD
,মাংস,I-FOOD
,রান্না,O
,কররা,O
Sentence: 631,আইজ,O
,লাগের,O
,আর,O
,সময়,O
,ওউ,O
,যাইরো,O
,না,O
Sentence: 482,আকাশ,O
,ওর,O
,তারা,O
,ওগুন্তে,O
,আমরারে,O
,আশা,O
,দেয়,O
Sentence: 1891,হায়রে,O
,মানুষ,O
,একজন,O
,আরেকজনের,O
,প্রতি,O
,হিংসা,O
,করইন,O
Sentence: 465,বাংলাদেশ,B-LOC
,ওর,O
,জনপ্রিয়,O
,ফুটবলার,B-ROLE
,ওকল,O
,বাক্কা,O
,উচা,O
,মান,O
,ওর,O
,খেলোয়াড়,B-ROLE
Sentence: 2474,আমার,O
,আম্মা,B-REL
,কইছইন,O
,প্রতিদিন,O
,তেতুল,B-FOOD
,খাইলে,O
,আমার,O
,শরীরের,O
,রক্ত,O
,ফানি,O
,অই,O
,যাইবো,O
Sentence: 3028,লাল,B-COL
,রংগর,I-COL
,শারি,B-OBJ
,পিন্দিয়া,O
,মর,O
,লগে,O
,দেখা,O
Sentence: 1672,ওউ,O
,সিন্দুক,B-OBJ
,ওর,O
,ভিতরে,O
,কিতা,O
,আছে,O
Sentence: 2263,আমি,O
,যে,O
,মাই,B-REL
,তাইন,O
,মুই,O
,আমার,O
,বাচ্চার,B-REL
,মুখের,O
,দিকে,O
,তাকিয়া,O
,অনেক,O
,কিছু,O
,বুঝতে,O
,পারইন,O
Sentence: 57,আমরার,O
,সফনো,O
,বহুত,O
,বড়,O
Sentence: 2257,আমার,O
,ছোট,B-REL
,বোইন,I-REL
,কেমনে,O
,যানি,O
,নিরাই,O
,অই,O
,গেজে,O
Sentence: 1273,মোর,O
,জামাইর,B-REL
,হখলতাত,O
,তাইন,O
,দুষ,O
,দেখইন,O
Sentence: 649,ব্যস্ত,O
,একটা,O
,দিন,O
,কাটাইলাম,O
Sentence: 3265,মুই,O
,পরিবারের,O
,খতা,O
,কইতাম,O
,চাই,O
Sentence: 2912,ঘুমাই,O
,যাও,O
Sentence: 3373,তুমাইতাইন,O
,কিতা,O
,সরকারি,B-ROLE
,চাকরি,I-ROLE
,করছ,O
,নই,O
Sentence: 1986,বউর,B-REL
,অভিযোগ,O
,জামাই,B-REL
,তান,O
,দায়িত্ব,O
,ঠিক,O
,খরি,O
,পালন,O
,কররা,O
,না,O
Sentence: 3055,আমি,O
,আফনার,O
,লগে,O
,আছি,O
Sentence: 1180,আমরার,O
,মাঝে,O
,পিরিতর,O
,কুনো,O
,কমতি,O
,নায়,O
Sentence: 3079,ঘুরাত,O
,যাওয়া,O
,আমার,O
,স্বপ্ন,O
Sentence: 2250,আফনার,O
,কিতা,O
,এখনও,O
,আফনার,O
,ভালোফাওয়ার,O
,মানুষটার,O
,মাত,O
,মনে,O
,পড়ে,O
Sentence: 3389,তারা,O
,তিঙ্গু,O
,ভাই,O
,আছিলো,O
,কিন্তু,O
,হেরার,O
,মাঝে,O
,মিল,O
,আছিলো,O
,না,O
Sentence: 3030,আম্মায়,B-REL
,থিক,O
,কথাউ,O
,কইছলা,O
Sentence: 212,অতা,O
,গান,O
,হুরু,O
,থাকি,O
,হুনিয়া,O
,বড়,O
,অইছি,O
Sentence: 1811,হাসপাতালো,B-ORG
,আধা,O
,মরা,O
,মনা,O
,ইগগে,O
,কান্দের,O
Sentence: 2042,আফনে,O
,কিতা,O
,একটা,O
,শহর,B-LOC
,ও,O
,যাইবা,O
,নি,O
Sentence: 3412,আমার,O
,জন্মদিন,O
Sentence: 2124,আফনারা,O
,পার্ক,B-LOC
,ও,O
,ঘুরিয়া,O
,বেড়াউকা,O
Sentence: 769,আমি,O
,চাই,O
,তুমিতাইন,O
,হকল,O
,সময়,O
,আমার,O
,লগে,O
,থাকো,O
Sentence: 223,অউ,O
,ছুটো,O
,ফুয়া,O
,ইগু,O
,বল,B-OBJ
,দিয়া,O
,খেলার,O
Sentence: 1693,খেলাত,O
,হারা,O
,জুতা,O
,থাকতেউ,O
,ফারে,O
Sentence: 1893,আম,B-FOOD
,দিয়া,O
,শরবত,B-FOOD
,বানিয়া,O
,খাও,O
Sentence: 2773,কাজ,O
,করো,O
Sentence: 5,ফুয়াটায়,O
,এখটা,O
,সাদা,B-COL
,রংগর,I-COL
,শার্ট,B-OBJ
,পিন্দিয়া,O
,আইছিল,O
Sentence: 2108,হে,O
,আমার,O
,গ্রাম,B-LOC
,ওর,O
,বাড়িত,I-LOC
,আইছিল,O
Sentence: 1656,আমি,O
,সকাইলকু,O
,পড়াত,O
,বই,O
Sentence: 475,বাংলাদেশ,B-ORG
,ওর,I-ORG
,ক্রিকেট,I-ORG
,দল,I-ORG
,শক্তিশালী,O
,দল,B-ORG
,ওকলতোর,O
,মাঝে,O
,একটা,O
Sentence: 1325,হখল,O
,বাধারে,O
,করে,O
,ফালাইয়া,O
,মুই,O
,এখলাউ,O
,হাসপাতাল,B-ORG
,আইলাম,O
Sentence: 2714,আমি,O
,নাস্তা,B-FOOD
,খাইয়া,O
,বাদে,O
,স্কুল,B-ORG
,ও,O
,যাই,O
Sentence: 3355,আমার,O
,মাংস,B-FOOD
,বেশি,O
,ভালা,O
,লাগে,O
Sentence: 361,বউরে,B-REL
,ভালোবাসা,O
,হিকইন,O
,কিন্তু,O
,কার,O
,বউ,B-REL
,হিকটা,O
,দেখার,O
,দরকার,O
,নায়,O
Sentence: 2858,খাইতে,O
,ভালা,O
,লাগে,O
,না,O
Sentence: 151,ভালা,O
,লাগে,O
,তুমার,O
,অউ,O
,কাজলর,B-OBJ
,লাখান,O
,কালা,B-COL
,চউক,O
Sentence: 2254,তোমার,O
,কইন্না,B-REL
,তোমারে,O
,অনেক,O
,ভালাফায়,O
Sentence: 1641,ওউ,O
,আম,O
,গাছ,O
,ওর,O
,দিকে,O
,চাই,O
,রইছলাম,O
Sentence: 2966,তুঁই,O
,ডাক্তার,B-ROLE
,না,O
,হসাই,O
Sentence: 2030,আফনে,O
,কিতা,O
,গান,O
,লেখতে,O
,ফারোইন,O
,নি,O
Sentence: 2971,ঠান্ডা,O
,লাগছে,O
Sentence: 1351,মোরে,O
,হখল,O
,খানো,O
,ব্লক,O
,খরি,O
,দিছইন,O
Sentence: 659,আমি,O
,পড়াত,O
,বালা,O
,নায়,O
Sentence: 429,আমি,O
,আফনার,O
,লাগি,O
,অপেক্ষা,O
,করিয়ার,O
Sentence: 1316,এখটা,O
,ফুুড়িও,B-REL
,যদি,O
,তাইর,O
,বাফর,B-REL
,দায়িত্ব,O
,পালন,O
,খরে,O
,তে,O
,সমস্যাটা,O
,কুন,O
,জাগাত,O
,আমি,O
,বুজি,O
,না,O
Sentence: 1366,মোর,O
,আফারে,B-REL
,কিলা,O
,অউ,O
,রাস্তা,O
,থাকি,O
,হরাইয়া,O
,আনতাম,O
,কুনতা,O
,বুজিয়ার,O
,না,O
Sentence: 2897,আমি,O
,হারি,O
,গেছি,O
Sentence: 1426,শেষে,O
,যে,O
,ফুড়ির,O
,লাগি,O
,মোরে,O
,ছাড়িয়া,O
,গেছিল,O
,হুনছি,O
,তাই,O
,বুঝি,O
,বাক্কা,O
,সুন্দর,O
Sentence: 1926,হে,O
,অনেক,O
,ভালা,O
,রান্ধে,O
Sentence: 374,আসতে,O
,আসতে,O
,সিগারেট,B-OBJ
,খাওয়া,O
,ফুয়াটা,O
,এখদিন,O
,কাশতে,O
,কাশতে,O
,মরি,O
,যাইবো,O
Sentence: 2531,যাওয়ার,O
,সময়,O
,কোনানো,O
,গেছলে,O
Sentence: 2749,আমি,O
,কামো,O
,যাইতাম,O
,চায়না,O
Sentence: 2398,তোমার,O
,কথা,O
,হুনিয়া,O
,খুব,O
,অবাক,O
,অইছলাম,O
Sentence: 744,ঢাকাত,B-LOC
,আমার,O
,চাকরি,O
,ওইছে,O
Sentence: 2733,আমার,O
,খাইতে,O
,ভালা,O
,লাগে,O
Sentence: 2868,আমার,O
,মাত,O
,ওর,O
,জবাব,O
,দেউকা,O
Sentence: 2126,তাইন,O
,চেষ্টা,O
,করোইন,O
,না,O
Sentence: 2962,আমি,O
,আপেল,B-FOOD
,ভালা,O
,ফাই,O
,না,O
Sentence: 718,আইজ,O
,ওর,O
,আবহাওয়াটা,O
,যে,O
,সুন্দর,O
Sentence: 3251,আমরার,O
,তুলা,O
,লাগবো,O
Sentence: 3197,বন্ধু,B-REL
,মোর,O
,লাগি,O
,এখটা,O
,লাল,B-COL
,গোলাপ,B-OBJ
,কিনিয়া,O
,দিছে,O
Sentence: 1104,মোর,O
,হখলতা,O
,শেষ,O
,অই,O
,যাইবো,O
,গিয়া,O
Sentence: 85,যারার,O
,গালি,O
,দেওয়া,O
,অই,O
,গেছে,O
,তারা,O
,দয়া,O
,করি,O
,লাইন,O
,থাকি,O
,হরি,O
,যাইন,O
Sentence: 2405,আমার,O
,বিয়া,O
,তোমার,O
,ছুট,B-REL
,বইনর,I-REL
,লগে,O
,ঠিক,O
,অইছে,O
Sentence: 2357,আমার,O
,আম্মু,B-REL
