Sentence #,mymensingh_word,bio_tag
,লাগে,O
,না,O
Sentence: 1763,সুস্থ,O
,দেহ,O
,ও,O
,প্রশান্ত,O
,মন,O
,একজন,O
,মানুষের,O
,বেগ,O
,থাইক্কা,O
,বড়,O
,সম্পদ,O
Sentence: 3026,শাড়ি,B-OBJ
,পইড়া,O
,আমার,O
,লগে,O
,দেহা,O
,করবার,O
,আইসিন,O
Sentence: 2166,মাইয়াডা,O
,তোমারে,O
,চিনতে,O
,পারল,O
,না,O
Sentence: 1208,আমার,O
,বড়,B-REL
,বইনের,I-REL
,বিয়া,O
,হইসে,O
,তেরো,O
,বছর,O
Sentence: 2189,অনেক,O
,মানুষ,O
,এহনো,O
,পিসনে,O
,লাইনে,O
,দাঁড়ায়া,O
,আসে,O
Sentence: 3374,সরকারি,B-ROLE
,চাকরি,I-ROLE
,করতাসো,O
Sentence: 3477,তুই,O
,রং,B-ROLE
,মিস্তিরি,I-ROLE
Sentence: 517,আমার,O
,নীল,B-COL
,আকাশ,O
,দেখতে,O
,অনেক,O
,ভালা,O
,লাগে,O
Sentence: 270,আমি,O
,আমার,O
,ছোডো,B-REL
,বাচ্চারে,I-REL
,লইয়া,O
,বাপের,B-REL
,বাড়িত,I-LOC
,যাই,O
Sentence: 608,তুমি,O
,ঢাকার,B-LOC
,কুনহানে,O
,থাহো,O
Sentence: 2871,আমি,O
,অসুস্থ,O
,হইয়া,O
,পড়সিলাম,O
Sentence: 2942,আইন্নেরে,O
,কেডা,O
,পাডাইসে,O
Sentence: 302,একটাই,O
,পৃথিবী,B-LOC
,কিন্তু,O
,একেক,O
,এলাকার,B-LOC
,মানুষের,O
,চিন্তা,O
,একেক,O
,রকম,O
Sentence: 2154,তুমি,O
,আমার,O
,মনের,O
,কথা,O
,এক্কেরেই,O
,বুঝো,O
,না,O
Sentence: 2009,তুমি,O
,থাক,O
,কুথায়,O
Sentence: 2681,পড়াশুনা,O
,এক্কেরেই,O
,ভালা,O
,লাগে,O
,না,O
Sentence: 1747,তোমার,O
,সৌন্দর্যে,O
,আমি,O
,মুগ্ধ,O
Sentence: 1646,সাদা,B-COL
,মুকুলে,B-OBJ
,আমগাছের,O
,সবুজ,B-COL
,পাতা,B-OBJ
,ঢাকা,O
,পড়সে,O
Sentence: 1962,যখন,O
,ছেড়া,O
,বুঝে,O
,তখন,O
,ছেড়ি,O
,বুঝেনা,O
Sentence: 3290,বিসনাত,B-OBJ
,শুইয়া,O
,টিভি,B-OBJ
,দেখতাসিলাম,O
Sentence: 2702,হাসা,O
,কইন,O
Sentence: 1877,আমরা,O
,বেহেই,O
,কালকে,O
,বাইরে,O
,গেসিলাম,O
Sentence: 2668,পইড়া,O
,আইসিন,O
Sentence: 3424,গাইবার,O
,পারতা,O
,না,O
Sentence: 2596,আমি,O
,কষ্টে,O
,আসি,O
Sentence: 2064,তারা,O
,তিন,O
,ভাই,B-REL
,আসিন,O
,কিন্তু,O
,তারার,O
,মা,B-REL
,আসিননা,O
Sentence: 1852,নারিকেল,B-FOOD
,থাইক্কা,O
,নাইরকেল,B-FOOD
,পানি,I-FOOD
,পাওয়ন,O
,যায়,O
Sentence: 447,তুইন,O
,কিতা,O
,এই,O
,ইস্কুলে,B-ORG
,ফড়তে,O
,আইতে,O
,চাস,O
Sentence: 2103,ছেড়াডা,O
,মেলা,O
,মেধাবী,O
Sentence: 3335,ক্রিকেট,O
,খেলা,O
,তোমার,O
,কিরুম,O
,লাগে,O
Sentence: 1837,মানুষ,O
,দিনের,O
,বেলা,O
,যতোটা,O
,পরিষ্কার,O
,দেহে,O
,বিড়ালেরা,B-ANI
,রাইতে,O
,তার,O
,চেয়েও,O
,ভালা,O
,দেখতে,O
,পায়,O
Sentence: 2602,কতা,O
,আসে,O
Sentence: 3319,প্রিয়,O
,ফল,B-FOOD
Sentence: 466,ফুটবল,B-OBJ
,খেলার,O
,সময়,O
,আমি,O
,আনন্দ,O
,পাই,O
Sentence: 1725,আর,O
,বেগ,O
,ছেড়া,O
,ছেড়ি,O
,লাইন,O
,বাইন্ধা,O
,খারায়া,O
,গেল,O
Sentence: 520,আফনের,O
,কি,O
,পরীক্ষা,O
,দিতে,O
,ভালা,O
,লাগে,O
Sentence: 215,আমরা,O
,জীবনে,O
,ভুলতে,O
,পারতাম,O
,না,O
Sentence: 3063,বইন,B-REL
,আমারে,O
,অনেক,O
,ভালোবাসে,O
Sentence: 714,আমারেতো,O
,আর,O
,ভালা,O
,লাগবে,O
,না,O
Sentence: 65,আমার,O
,জামাই,B-REL
,আমারে,O
,মেলা,O
,ভালবাসে,O
Sentence: 1327,হেরার,O
,কথাবার্তা,O
,হুইন্না,O
,মনে,O
,হইসিল,O
,আমারে,O
,বিয়া,O
,করসে,O
,মানে,O
,আমারে,O
,কিন্না,O
,নিসে,O
Sentence: 3206,আমরা,O
,জীবনেও,O
,পারতাম,O
,না,O
Sentence: 1468,আমি,O
,একজন,O
,মাইয়া,O
,বয়স,O
,তেইশ,O
,বছর,O
Sentence: 3154,ভালা,O
,লাগলো,O
Sentence: 540,হের,O
,হাসি,O
,মেলা,O
,সুন্দর,O
Sentence: 2447,আমার,O
,বড়,B-ROLE
,ভাই,I-ROLE
,বেগুন,B-FOOD
,তরকারির,I-FOOD
,ঝোল,I-FOOD
,দিয়া,O
,দুপুরে,O
,ভাত,B-FOOD
,খাইসে,O
Sentence: 451,ফুটবল,B-OBJ
,আমার,O
,প্রিয়,O
,খেলা,O
Sentence: 715,আমার,O
,লগে,O
,তোমার,O
,কোন,O
,সম্পর্ক,O
,নাই,O
Sentence: 2230,একটা,O
,মানুষের,O
,বেগ,O
,কথা,O
,একদিনে,O
,মুহে,O
,কয়া,O
,দেওয়ন,O
,যায়না,O
Sentence: 533,আমার,O
,ভালোবাসায়,O
,কম,O
,কিতা,O
,আসিন,O
Sentence: 2363,খাবারে,B-FOOD
,লবণ,B-FOOD
,কম,O
,হইলে,O
,আরো,O
,ভালা,O
,লাগতো,O
Sentence: 2798,আমি,O
,পড়বাম,O
Sentence: 12,আমার,O
,মা,B-REL
,আমারে,O
,কইসিল,O
,বিয়া,O
,হইলে,O
,জীবন,O
,বদলায়া,O
,যায়,O
Sentence: 2832,আমি,O
,কিতা,O
,করলাম,O
Sentence: 2525,আইন্নে,O
,কইত্তে,O
,আইসুইন,O
Sentence: 955,আমি,O
,বেশি,O
,লম্বা,O
Sentence: 885,আগের,O
,তুলনায়,O
,আব্বা,B-REL
,অনেক,O
,ভালা,O
,হইসেন,O
Sentence: 849,আমার,O
,জামাই,B-REL
,মদ,B-FOOD
,খায়,O
,রাতের,O
,পর,O
,রাত,O
,বন্ধুরার,B-REL
,সাথে,O
,আড্ডা,O
,দেয়,O
Sentence: 2705,তুমি,O
,ঘুমেরতে,O
,তাত্তাড়ি,O
,উইঠ্যা,O
,যাও,O
Sentence: 841,তুমি,O
,এতো,O
,কিসু,O
,বুঝো,O
,কেমনে,O
Sentence: 3253,কতো,O
,ছুটি,O
,কাটাইবাম,O
Sentence: 998,হেয়,O
,খালি,O
,আমারে,O
,খাওন,B-FOOD
,টুকু,O
,ঠিক,O
,মত,O
,দেয়,O
,যেন,O
,কাউরে,O
,বলতে,O
,না,O
,পারি,O
Sentence: 3016,হাইট্টা,O
,যাইতাসে,O
Sentence: 3157,আফনেরে,O
,দেখসি,O
Sentence: 88,খুব,O
,বেশি,O
,কিসু,O
,কইতাম,O
,না,O
,কারন,O
,আবেগে,O
,চোখে,O
,পানি,O
,চইলা,O
,আইসে,O
Sentence: 2619,কতা,O
,কইতে,O
,ভালা,O
,লাগে,O
Sentence: 376,আফনেরার,O
,কি,O
,শুক্রবার,O
,সকালে,O
,সময়,O
,হইব,O
Sentence: 2192,তুমি,O
,ছাড়া,O
,এই,O
,পৃথিবীতে,B-LOC
,আমার,O
,আর,O
,কেউ,O
,নাই,O
Sentence: 501,তুমি,O
,আমার,O
,জীবনের,O
,আলো,O
Sentence: 3435,আমি,O
,তার,O
,চোহের,O
,মায়ায়,O
,পড়ছি,O
Sentence: 1131,প্রথমদিকে,O
,অত,O
,ভালবাসতাম,O
,না,O
Sentence: 1631,যে,O
,অত্যাচার,O
,করে,O
Sentence: 3177,আব্বু,B-REL
,লাল,B-COL
,জামা,B-OBJ
,কিন্না,O
,আনসে,O
Sentence: 1470,আমার,O
,জামাই,B-REL
,ভালা,O
,মেলা,O
Sentence: 1505,মেলা,O
,শব্দের,O
,উচ্চারণ,O
,আলাদা,O
,হয়,O
Sentence: 2843,উইঠ্যা,O
,যাও,O
Sentence: 1486,আমার,O
,নানা,B-REL
,অসুস্থ,O
Sentence: 968,আমার,O
,পা,O
,ব্যাথা,O
,করতাসে,O
Sentence: 1822,সরিষার,O
,তেল,O
,অকালে,O
,চুল,O
,সাদা,B-COL
,হওয়ন,O
,রোধ,O
,করে,O
,আর,O
,চুল,O
,পড়ন,O
,কমায়,O
Sentence: 1817,গরমের,O
,সময়,O
,শশা,B-FOOD
,বেশি,O
,পাওয়ন,O
,যায়,O
Sentence: 890,আমার,O
,আব্বা,B-REL
,যে,O
,এত,O
,খারাপ,O
,কহনো,O
,ফুলের,O
,টোকাও,O
,দেয়,O
,নাই,O
Sentence: 2660,ঢাকাত,B-LOC
,আইসে,O
Sentence: 135,যে,O
,ভালবাসা,O
,যত,O
,গোপন,O
,হেই,O
,ভালবাসা,O
,তত,O
,গভীর,O
Sentence: 2615,মেলা,O
,ভালা,O
,লাগে,O
Sentence: 2380,আমার,O
,ফুফু,B-REL
,চাচারাও,B-REL
,আমারে,O
,মেলা,O
,ভালবাসে,O
Sentence: 2005,গ্রামের,B-LOC
,মানুষরা,O
,ছেড়াটার,O
,থাইকা,O
,দূরে,O
,থাকনের,O
,চেষ্টা,O
,করত,O
Sentence: 406,ভালোবাসা,O
,মানে,O
,তো,O
,মানুষের,O
,জীবন,O
Sentence: 2356,আম্মা,B-REL
,আইজ,O
,খাওনে,B-FOOD
,লবণ,B-FOOD
,কম,O
,দিসে,O
Sentence: 2313,ভালা,O
,মানুষ,O
,এই,O
,দুনিয়াতে,B-LOC
,বেশি,O
,দিন,O
,বাঁচে,O
,না,O
Sentence: 2757,কই,O
,যাও,O
Sentence: 1520,তুমি,O
,ভালা,O
,আস,O
,জাইন্না,O
,খুশি,O
,হইলাম,O
Sentence: 2582,বানানির,O
,কি,O
,দরকার,O
Sentence: 1592,আমি,O
,অন্যের,O
,সাথে,O
,কথা,O
,কই,O
,না,O
Sentence: 2728,খাইতে,O
,ভালা,O
,লাগে,O
Sentence: 3007,বিদেশ,B-LOC
,চইলা,O
,যাইবো,O
Sentence: 399,আমার,O
,মাথা,O
,মেলা,O
,ব্যথা,O
,করতাসে,O
Sentence: 476,মেঘনা,B-LOC
,নদী,I-LOC
,বাংলাদেশের,B-LOC
,একটা,O
,প্রধান,O
,নদী,B-LOC
Sentence: 2018,আমি,O
,আফনের,O
,কাসে,O
,আসতাম,O
,চাই,O
Sentence: 1247,আমার,O
,জামাই,B-REL
,আমার,O
,কথা,O
,হুইন্না,O
,রাগে,O
,হাসপাতাল,B-ORG
,থাইক্কা,O
,বাইর,O
,হয়া,O
,গেসে,O
Sentence: 153,আমার,O
,হাতটা,O
,ধরে,O
,সামনের,O
,পথে,O
,এগিয়ে,O
,চলো,O
,পেছন,O
,ফিরে,O
,আর,O
,আমরা,O
,দেখবো,O
,না,O
Sentence: 186,গানডা,O
,হুনলেই,O
,পুরান,O
,ইতিহাস,O
,মনে,O
,ফড়ে,O
Sentence: 573,যদিও,O
,মাফের,O
,যোগ্য,O
,না,O
,আমি,O
,পারলে,O
,মাফ,O
,কইরা,O
,দিয়েন,O
Sentence: 478,নীল,B-COL
,আকাশের,O
,নিচে,O
,তোমার,O
,হাত,O
,ধরে,O
,হাইটটা,O
,যাইতাম,O
,চাই,O
Sentence: 3156,মেলা,O
,সময়,O
,পর,O
Sentence: 2251,তোমার,O
,লগে,O
,দেহা,O
,হইলেই,O
,পুরান,O
,ইতিহাস,O
,মনে,O
,পইড়া,O
,যায়,O
Sentence: 1902,আমি,O
,ভালা,O
,ছেলে,O
Sentence: 259,আমি,O
,ধইরা,O
,নিলাম,O
,আমার,O
,মেলা,O
,দোষ,O
,মেলা,O
,ভুল,O
Sentence: 907,এমন,O
,করতাসে,O
,কেরে,O
,বয়া,O
,বয়া,O
Sentence: 1344,হে,O
,হের,O
,বাসায়ও,O
,যায়নাই,O
Sentence: 3479,করতাম,O
,না,O
Sentence: 1932,আহার,O
,তুমার,O
,মনে,O
,কত,O
,দুঃখ,O
Sentence: 958,আমি,O
,কেক,B-FOOD
,পসন্দ,O
,করি,O
Sentence: 444,তুইন,O
,আমার,O
,কাসে,O
,এইতা,O
,কিসু,O
,শিখতে,O
,চাস,O
Sentence: 1522,খাওয়া,O
,দাওয়ার,O
,কথা,O
,কয়া,O
,লাভ,O
,নাই,O
,দুঃখ,O
,পাইবা,O
Sentence: 1561,এইটারে,O
,হের,O
,মনে,O
,হইলো,O
,দুইতালা,B-LOC
,রাস্তা,I-LOC
Sentence: 1074,ওরা,O
,আফনেরে,O
,কেমনে,O
,চায়,O
,ওরার,O
,মতো,O
,হওনের,O
,চেষ্টা,O
,করেন,O
Sentence: 1510,এইহানে,O
,কী,O
,করতাসো,O
,তোমরা,O
Sentence: 3448,আমি,O
,বেকই,O
,করতারি,O
Sentence: 507,মেলাদিন,O
,আগে,O
,এক,O
,গেরামে,B-LOC
,এক,O
,টুপি,B-ROLE
,বিক্রেতা,I-ROLE
,আসিন,O
Sentence: 2480,মা,B-REL
,আমার,O
,লাইজ্ঞা,O
,উশশি,B-FOOD
,ভাজি,I-FOOD
,রান্না,O
,করসে,O
Sentence: 2556,আমি,O
,ভাত,B-FOOD
,খাইতাম,O
,না,O
,গোশা,O
,করসি,O
Sentence: 1617,খালি,O
,তাকায়া,O
,থাকতে,O
,ইচ্ছা,O
,করে,O
Sentence: 3122,কাইলকা,O
,চুরি,O
,হইয়া,O
,গেসে,O
Sentence: 2785,আমরা,O
,যায়াম,O
Sentence: 1628,এইহানে,O
,নাকি,O
,একটা,O
,শিশুপার্ক,B-LOC
,হইব,O
Sentence: 2516,কাসে,O
,আও,O
Sentence: 577,পানির,B-FOOD
,লাইজ্ঞা,O
,হাহাকার,O
,আর,O
,ভালা,O
,লাগতাসে,O
,না,O
Sentence: 3004,হে,O
,পরের,O
,মাসে,O
,বিদেশ,B-LOC
,যাইবো,O
,গা,O
Sentence: 1919,আফনে,O
,এই,O
,বইডা,B-OBJ
,পড়তে,O
,চান,O
Sentence: 472,ব্রাজিল,B-ORG
,ফুটবল,I-ORG
,দল,I-ORG
,বিশ্বকাপ,B-ORG
,চ্যাম্পিয়ন,O
Sentence: 1388,আমার,O
,হয়া,O
,প্রতিবাদ,O
,করে,O
,আরো,O
,কত,O
,গুন,O
Sentence: 2220,তুমি,O
,কারো,O
,জীবনে,O
,সুখ,O
,আইন্না,O
,দিবা,O
,এই,O
,ভাইব্বা,O
,তোমার,O
,প্রেম,O
,করন,O
,উচিত,O
Sentence: 1974,ফেসবুকে,B-ORG
,তার,O
,একজনের,O
,সাথে,O
,সম্পর্ক,O
,হয়,O
Sentence: 1053,আফনে,O
,থানায়,B-LOC
,গিয়া,O
,একটা,O
,মামলা,O
,করেন,O
Sentence: 674,আমি,O
,ছোটবেলায়,O
,অনেক,O
,মেধাবী,O
,আসিলাম,O
Sentence: 1117,তাই,O
,আমি,O
,তারে,O
,লুকায়া,O
,বিয়া,O
,করতাম,O
,চাই,O
Sentence: 2056,তোমার,O
,কিতা,O
,খাওনের,O
,লাইজ্ঞা,O
,সময়,O
,আসে,O
Sentence: 2588,তুমি,O
,এতো,O
,ঘুমাও,O
,কেরে,O
Sentence: 1499,ইচ্ছা,O
,আসিল,O
,কোনো,O
,জায়গায়,O
,ঘুরতাম,O
,যায়াম,O
Sentence: 2710,আমি,O
,সহালের,O
,নাস্তাডা,O
,কইরা,O
,ইশকুলো,O
,যাই,O
Sentence: 3200,লাল,B-COL
,গুলাপ,B-OBJ
,কিন্না,O
,দিসিন,O
Sentence: 823,বউ,B-REL
,এর,O
,চোখ,O
,ছলছল,O
Sentence: 720,আমরা,O
,এতটাও,O
,ভালা,O
,না,O
Sentence: 2369,তোমার,O
,চোখ,O
,থাহে,O
,অন্য,O
,মাইয়ারার,O
,দিকে,O
Sentence: 2719,ভালো,O
,লাগে,O
,না,O
Sentence: 1209,বিয়ার,O
,এক,O
,বছরের,O
,পরপরই,O
,ওরার,O
,মাইয়া,B-REL
,হয়,O
Sentence: 370,বাবু,O
,খাইছো,O
,বলার,O
,মানুষটা,O
,নাই,O
,বইল্লা,O
,আইজ,O
,আমি,O
,এতো,O
,রোগা,O
Sentence: 539,আমি,O
,হের,O
,চোক্ষের,O
,মায়ায়,O
,পড়সি,O
Sentence: 3395,হেরা,O
,তিনডা,O
,ভাই,O
,আসিন,O
,কিন্তু,O
,হেরার,O
,মধ্যে,O
,মিলডাও,O
,আসিন,O
Sentence: 137,তুমি,O
,যদি,O
,কাউরে,O
,ভালোবাসো,O
,তবে,O
,তাকে,O
,ছাইড়া,O
,দেও,O
Sentence: 1806,তেতুল,B-FOOD
,নিয়া,O
,শুধুমাত্র,O
,আমরার,O
,দেশে,B-LOC
,না,O
,সারা,O
,উপমহাদেশেই,B-LOC
,প্রচুর,O
,ভুল,O
,ধারনা,O
,আসে,O
Sentence: 1266,আমি,O
,খেয়াল,O
,করসি,O
,হেয়,O
,আর,O
,হের,O
,পোলার,B-REL
,সম্পর্ক,O
,খুব,O
,খারাপ,O
Sentence: 162,দেহো,O
,কত্ত,O
,সুন্দর,O
,মিষ্টি,O
,চাঁন্দের,O
,মিষ্টি,O
,আলো,O
Sentence: 3275,একলগে,O
,আসি,O
Sentence: 561,একটা,O
,ছেড়ি,O
,আর,O
,একটা,O
,ছেড়া,O
,একসাথে,O
,খেলতাসে,O
Sentence: 1027,খালি,O
,পোলার,B-REL
,মুহের,O
,দিকে,O
,তাকায়া,O
,চুপ,O
,কইরা,O
,আসি,O
Sentence: 3237,কতা,O
,কইবা,O
,না,O
Sentence: 898,সারাদিন,O
,বাসায়,O
,বয়া,O
,ফেইসবুক,B-ORG
,টিকটকে,B-ORG
,সময়,O
,কাটে,O
,হের,O
Sentence: 1444,ততোদিনে,O
,আমি,O
,হের,O
,প্রতি,O
,অনেকটাই,O
,দুর্বল,O
,হয়া,O
,গেসি,O
Sentence: 3220,কয়ডা,O
,বই,B-OBJ
,কিনসি,O
Sentence: 1173,দুই,O
,বছর,O
,আগে,O
,নিজের,O
,পসন্দেই,O
,বিয়া,O
,করসিলাম,O
Sentence: 2035,আফনে,O
,কি,O
,কোনো,O
,ভুল,O
,বুঝতে,O
,পারেন,O
Sentence: 201,মাত্র,O
,এক,O
,বছর,O
,পর,O
,গানটার,O
,বয়স,O
,এক,O
,যুগ,O
,হয়ে,O
,যাবে,O
Sentence: 34,তর,O
,পড়ালেহা,O
,করতে,O
,হইব,O
Sentence: 3307,ভালা,O
,লাগে,O
Sentence: 3080,আমার,O
,স্বপ্ন,O
Sentence: 90,প্রথমে,O
,আফনারে,O
,একটা,O
,দোকানে,O
,যাইতে,O
,হইব,O
Sentence: 1210,কিন্তু,O
,কিসুদিন,O
,পরেই,O
,তারার,O
,মধ্যে,O
,ঝামেলা,O
,শুরু,O
,হয়,O
Sentence: 2893,বেশি,O
,লম্বা,O
,না,O
Sentence: 3429,আমরা,O
,ঢাহাত,B-LOC
,থাহি,O
Sentence: 1563,নানা,O
,রকম,O
,ফুল,B-OBJ
,থরে,O
,থরে,O
,সাজানো,O
,আসে,O
Sentence: 972,আমারে,O
,ডাকবেন,O
,না,O
Sentence: 2828,করবার,O
,পাইতাসি,O
,না,O
,মেলা,O
,জর,O
Sentence: 1980,আমার,O
,পসন্দ,O
,হয়,O
,এমন,O
,মাইয়া,O
,তারার,O
,পসন্দ,O
,হয়,O
,না,O
Sentence: 1576,আমার,O
,যে,O
,ব্যথা,O
,লাগল,O
,হেইটা,O
,বুঝি,O
,কিসু,O
,না,O
Sentence: 2849,আমরার,O
,কাম,O
,আসে,O
Sentence: 1238,হাসপাতালে,B-ORG
,আয়াই,O
,আমারে,O
,কয়,O
,চল,O
,বাসায়,O
,যাই,O
Sentence: 2317,তোমারে,O
,আমি,O
,ধন্যবাদ,O
,জানাইতাম,O
,চাই,O
Sentence: 1025,যে,O
,কেউ,O
,আমারে,O
,এক,O
,দেহা,O
,তে,O
,পসন্দ,O
,করব,O
Sentence: 1738,নিজেরে,O
,হেয়,O
,দূর্বল,O
,ভাইব্বা,O
,এমন,O
,করে,O
Sentence: 1226,মাইয়ার,B-REL
,মা,B-REL
,এগুলা,O
,দেইক্ষাই,O
,বিয়া,O
,দিসে,O
Sentence: 2929,আমি,O
,আইবাম,O
Sentence: 2869,প্রশ্নের,O
,জবাব,O
,দেইন,O
Sentence: 303,নতুনরা,O
,অনেক,O
,কিছু,O
,শিখতে,O
,ফারব,O
,আশা,O
,করি,O
Sentence: 3297,আমি,O
,ছুট্টু,O
,বেলাত,O
,মেলা,O
,মেধাবি,O
,আসিলাম,O
Sentence: 2239,দুইজনে,O
,মিল্লা,O
,দুরে,O
,কোনোখানে,O
,ঘুইরা,O
,আইতাম,O
,পারি,O
Sentence: 1179,হেয়,O
,কহনো,O
,আমার,O
,কাসে,O
,আমার,O
,সামর্থ্যের,O
,বাইরে,O
,কিসুই,O
,চায়,O
,নাই,O
Sentence: 1906,ছেড়াটা,O
,হয়তো,O
,অন্য,O
,কোনও,O
,ছেড়িরে,O
,ভালবাসে,O
Sentence: 3072,কি,O
,বিয়া,O
,হইয়া,O
,গেসে,O
Sentence: 1046,কোন,O
,কথা,O
,খারাপ,O
,লাগলে,O
,দয়া,O
,কইরা,O
,মাফ,O
,করবেন,O
Sentence: 1883,এতো,O
,ভাবনের,O
,সময়,O
,কই,O
Sentence: 1041,ছেড়াটার,B-REL
,ভবিষ্যতের,O
,কথা,O
,ভাইব্বা,O
,চুপ,O
,কইরা,O
,আসি,O
Sentence: 1889,তুমি,O
,এত,O
,অমনোযোগী,O
,হইলে,O
,পরিক্ষায়,O
,ভাল,O
,ফলাফল,O
,করতা,O
,না,O
Sentence: 952,সময়,O
,শেষ,O
,হয়া,O
,গেসে,O
Sentence: 587,আইজকা,O
,আমার,O
,জন্মদিন,O
Sentence: 2039,আমি,O
,বাংলা,O
,কথা,O
,কইতে,O
,ফারি,O
Sentence: 3263,পরিবারের,O
,কতা,O
,কইতে,O
,চাই,O
Sentence: 2964,পসন্দ,O
,করি,O
,না,O
Sentence: 324,আমি,O
,আমার,O
,পরিবারের,O
,কথা,O
,কইতাম,O
,চাই,O
Sentence: 3459,তুমি,O
,কই,O
Sentence: 697,তোমার,O
,মনে,O
,চাইলে,O
,গিয়া,O
,না,O
,কর,O
Sentence: 738,আমার,O
,কোন,O
,বন্ধু,B-REL
,নাই,O
Sentence: 1688,শেষ,O
,বলে,O
,ছয়,O
,মাইরা,O
,বাংলাদেশ,B-ORG
,জিত্তা,O
,গেল,O
Sentence: 2913,আমি,O
,একলা,O
,আসিলাম,O
Sentence: 3059,আব্বা,O
,বিদেশ,B-LOC
,থাহে,O
Sentence: 597,আইজকে,O
,কয়,O
,তারিখ,O
Sentence: 1765,অন্যের,O
,দোষ,O
,সহজেই,O
,খুঁইজ্জা,O
,পাওয়ন,O
,যায়,O
Sentence: 1536,বড়,B-REL
,বইনের,I-REL
,ঘরে,O
,হের,O
,লাইজ্ঞা,O
,ছোটো,B-OBJ
,খাট,I-OBJ
,দেওয়া,O
,হইলো,O
Sentence: 1469,আমার,O
,বিয়া,O
,হইসে,O
,এক,O
,মাস,O
Sentence: 1202,হের,O
,লাইজ্ঞা,O
,পরিবার,O
,মানলে,O
,বিয়া,O
,হইব,O
,না,O
,হইলে,O
,হেয়,O
,পারব,O
,না,O
Sentence: 3366,আমি,O
,একটা,O
,বই,B-OBJ
,পড়তাসি,O
Sentence: 3369,আমি,O
,বই,B-OBJ
,পড়তাসি,O
Sentence: 189,মৌসুমি,B-PER
,আপুরে,O
,কইসি,O
,এরকম,O
,একটা,O
,ছবি,O
,আমরারে,O
,আবার,O
,উপহার,O
,দেন।,O
Sentence: 2387,তুমি,O
,কিতা,O
,আমডা,B-FOOD
,খাইসলা,O
Sentence: 3045,বিশ্বাস,O
,কইরো,O
Sentence: 3150,আমি,O
,একজন,O
,ছেরা,O
Sentence: 1818,টমেটোর,B-LOC
,বাজারে,I-LOC
,যে,O
,আগুন,O
,সাধারণ,O
,মাইনষের,O
,কাসে,O
,তা,O
,এহন,O
,আর,O
,নতুন,O
,কোন,O
,খবর,O
,না,O
Sentence: 2321,তোমার,O
,কাসে,O
,আমি,O
,একটা,O
,পরামর্শ,O
,চাই,O
Sentence: 3178,আব্বু,B-REL
,জামা,B-OBJ
,কিন্না,O
,আনসে,O
Sentence: 1778,ওজন,O
,কমানের,O
,লাইজ্ঞা,O
,পেয়ারা,B-FOOD
,মেলা,O
,উপকারী,O
Sentence: 371,পাশের,O
,বাড়ির,O
,ছেড়িটারে,O
,ভালা,O
,লাগছিল,O
,পরে,O
,জানতে,O
,পারলাম,O
,ছেড়িডা,O
,ছুটির,O
,দিনেও,O
,কলেজে,B-ORG
,যায়,O
Sentence: 2560,চিন্তা,O
,করতাসি,O
,কিসু,O
,একটা,O
,করবাম,O
Sentence: 1178,হের,O
,যাবতীয়,O
,খরচ,O
,হের,O
,বাপ,B-REL
,মা,B-REL
,ই,O
,বহন,O
,করেন,O
Sentence: 962,তিনি,O
,রাইজ্ঞা,O
,গেসিলেন,O
Sentence: 3107,আব্বু,B-REL
,আমার,O
,লেইগা,O
,কালা,B-COL
,জামা,B-OBJ
,কিন্না,O
,আনসে,O
Sentence: 3000,সহালে,O
,নাস্তা,B-FOOD
,কইরা,O
,ইশকুলো,B-ORG
,যাই,O
,না,O
Sentence: 2217,হেয়,O
,তোমার,O
,লাইজ্ঞা,O
,বেগ,O
,কিসু,O
,করতে,O
,পারে,O
Sentence: 1999,আমি,O
,আমার,O
,বইনরে,B-REL
,মেলা,O
,ভালবাসি,O
Sentence: 1298,সংসার,O
,এর,O
,বেগ,O
,খরচ,O
,আমার,O
,জামাই,B-REL
,দেয়,O
Sentence: 3399,কতা,O
,কইবার,O
,পারুইন,O
,না,O
Sentence: 2186,প্রথমে,O
,তোমারে,O
,একটা,O
,বইয়ের,O
,দোকানে,O
,যাইতে,O
,হইব,O
Sentence: 1346,আমি,O
,হের,O
,লগে,O
,সারারাইত,O
,জাইজ্ঞা,O
,ফোনে,B-OBJ
,কথা,O
,কইতাম,O
Sentence: 3444,হের,O
,পরিবাররে,O
,ভালাইবাসে,O
Sentence: 1629,তোমাদের,O
,কথা,O
,হুইন্না,O
,হাসছি,O
Sentence: 1387,আমারে,O
,বুঝে,O
,আমার,O
,সব,O
,কথা,O
,হুনে,O
Sentence: 3247,তুলুন,O
,লাগবো,O
Sentence: 1924,তোমার,O
,পড়ালেহা,O
,করতে,O
,ভালালাগেনা,O
Sentence: 307,রাজকুমারির,B-ROLE
,মায়া,O
,দুনিয়া,B-LOC
,যায়নাই,O
,আইজও,O
,ভুইল্লা,O
Sentence: 633,স্কুলেও,B-ORG
,সাইকেল,B-OBJ
,চালায়া,O
,যাইতাম,O
,মাঝে,O
,মাঝে,O
Sentence: 1680,অসুখে,O
,হেয়,O
,কয়েক,O
,বছর,O
,ভুগসিলেন,O
Sentence: 591,বেগকিসু,O
,একসাথে,O
,করন,O
,সম্ভব,O
,না,O
Sentence: 63,আমি,O
,একটা,O
,ছেড়া,O
Sentence: 1872,একে,O
,অপরের,O
,প্রতি,O
,যত,O
,বেশী,O
