Sentence #,noakhali_word,bio_tag
,ক্লান্ত,O
,যে,O
,আর,O
,আম্মু,B-REL
,এইচ্চা,O
,কিছু,O
,করেনো,O
Sentence: 2409,হেতেরগো,O
,হারিবারিক,O
,ভাবেই,O
,বিয়া,O
,অইসে,O
Sentence: 2410,হেতেগো,O
,গেরামে,O
,বইয়া,O
,অইসিলো,O
Sentence: 2411,আর,O
,শাশুড়ি,B-REL
,অনেক,O
,ভালা,O
,হাক,O
,করে,O
Sentence: 2412,বাবা,B-REL
,অশিক্ষিত,O
,হোলা,O
,ইজ্ঞার,O
,লগে,O
,আর,O
,বিয়া,O
,দিতো,O
,চাইচিলো,O
Sentence: 2413,আব্বু,B-REL
,মান,O
,সম্মানের,O
,ভয়ে,O
,মামলা,O
,করেনো,O
Sentence: 2414,হোলা,O
,ইয়া,O
,চাচার,B-REL
,ভয়ে,O
,হেতের,O
,বাবারে,B-REL
,আসা,O
,কথা,O
,কইত,O
,হারেনো,O
Sentence: 2415,হে,O
,সময়,O
,আই,O
,খুব,O
,ছোড,O
,আর,O
,মা,B-REL
,মারা,O
,গেসে,O
Sentence: 2416,গেরামেত্তুন,B-LOC
,আইয়োন,O
,হোলা,O
,ইয়া,O
,অন,O
,ঢাকাত,B-LOC
,হড়ালেয়া,O
,কইচ্চে,O
Sentence: 2417,আন্ডার,O
,লোগে,O
,তার,O
,হরিচয়,O
,অইসে,O
,স্কুলে,B-ORG
,যাই,O
Sentence: 2418,আন্ডারে,O
,দয়া,O
,করি,O
,হরামরশ,O
,দেন,O
,আই,O
,অন,O
,কিয়া,O
,কইত্তাম,O
,হারি,O
Sentence: 2419,আন্ডা,O
,বাইরে,O
,ঘুইরত,O
,যাইবার,O
,কোন,O
,ইচ্ছা,O
,আসিল,O
,না,O
Sentence: 2420,হোলা,O
,ইয়া,O
,সিগারেত,B-OBJ
,খাইতে,O
,হসন্দ,O
,করে,O
,না,O
Sentence: 2421,প্রথম,O
,দিকে,O
,আন্নেরে,O
,আই,O
,এত,O
,ভালোবাইসতাম,O
,না,O
Sentence: 2422,হোলা,O
,ইয়া,O
,সপ্তাখানিক,O
,আগে,O
,আন্ডা,O
,লোগে,O
,দেয়া,O
,কইচ্চে,O
Sentence: 2423,অই,O
,মাইয়া,O
,ইয়া,O
,যেন্নেই,O
,ওক,O
,খুজি,O
,বাইর,O
,করন,O
,লাইগব,O
Sentence: 2424,অই,O
,হোলা,O
,ইয়ার,O
,ঘটনা,O
,হুনি,O
,আন্ডা,O
,হেতেরে,O
,সাহায্য,O
,কইচ্ছি,O
Sentence: 2425,হলা,O
,ইয়া,O
,হরিবার,O
,সহ,O
,ঈদের,O
,আগের,O
,দিন,O
,আন্ডার,O
,লগে,O
,দেখাই,O
,কত্তে,O
,আইসে,O
Sentence: 2426,মাইয়া,O
,ইয়া,O
,বাংলাদেশে,B-LOC
,আই,O
,তার,O
,হসন্দ,O
,মতন,O
,হলার,O
,লগে,O
,বিয়া,O
,ঠিক,O
,কইচ্চে,O
Sentence: 2427,আন্ডা,O
,এলাকায়,O
,কেরোসিন,O
,তেলের,O
,দাম,O
,বারি,O
,গেসে,O
Sentence: 2428,আর,O
,হতিদিন,O
,গম,B-FOOD
,খাইতে,O
,খুব,O
,ভালা,O
,লাগে,O
Sentence: 2429,গম,B-FOOD
,আর,O
,ফ্রিও,O
,হল,B-FOOD
Sentence: 2430,আর,O
,আব্বু,B-REL
,হতিদিন,O
,নাইরকেলের,B-FOOD
,হানি,I-FOOD
,খায়,O
Sentence: 2431,আর,O
,দাাদার,B-REL
,বাড়ির,O
,হিসকিনাদ্দি,O
,এক্কান,O
,গম,B-OBJ
,গাস,I-OBJ
,আসে,O
Sentence: 2432,আম্মু,B-REL
,হাজ্ঞরেত্তে,O
,বই,O
,মুরগির,B-FOOD
,মাংস,I-FOOD
,রান্দদের,O
Sentence: 2433,গেরামের,B-LOC
,মানুষেরা,O
,মাটির,B-OBJ
,হাতিলে,I-OBJ
,ফাক,O
,করে,O
Sentence: 2434,আর,O
,ভাই,B-REL
,শিমের,I-REL
,তরকারি,B-FOOD
,দি,I-FOOD
,ভাত,B-FOOD
,খাইলে,O
,খুব,O
,ভালোবাসে,O
Sentence: 2435,এই,O
,বাইচ্চা্,O
,ইয়া,O
,হাকা,B-FOOD
,পেঁপে,I-FOOD
,খার,O
Sentence: 2436,আব্বু,B-REL
,গেরামেত্তুন,B-LOC
,আইবার,O
,সময়,O
,বহুত,O
,বড্ডা,O
,বড্ডা,O
,জাম্বুরা,B-FOOD
,কিনি,O
,আইঞ্চে,O
Sentence: 2437,আর,O
,আম্মু,B-REL
,জামরুল,B-FOOD
,খার,O
Sentence: 2438,আর,O
,ছোট,B-REL
,ভাই,I-REL
,বিয়ালে,O
,সাদে,O
,উঠি,O
,লগের,O
,ঘরের,O
,সাদে,O
,কইতর,B-ANI
,দেখি,O
Sentence: 2439,আন্ডা,O
,গেরামের,B-LOC
,বাড়িত,I-LOC
,কতুগুন,O
,মুরগির,B-ANI
,সা,I-ANI
,আসে,O
Sentence: 2440,বাইচ্চা,O
,ইয়াা,O
,এক্কান,O
,মুরগির,B-ANI
,সা,I-ANI
,কলে,O
,লইসে,O
Sentence: 2441,আর,O
,ছোট,B-REL
,ভোইন,I-REL
,খুবি,O
,বোকা,O
Sentence: 2442,গেরামের,B-LOC
,বাড়ি,I-LOC
,জাই,O
,আই,O
,অসসর,O
,অসসর,O
,হাসুর,O
,কাইসসি,O
Sentence: 2443,আর,O
,আব্বু,B-REL
,আম্মু,B-REL
,ভাই,B-REL
,ভোইন,B-REL
,ড্রয়িংরুমে,O
,বই,O
,রইসে,O
Sentence: 2444,আন্ডা,O
,ঘরের,O
,স্টোররুম,O
,ইয়া,O
,অনেক,O
,বড়,O
,বাইচ্চা,O
Sentence: 2445,এক্কান,O
,বিলাইর,B-ANI
,সারে,I-ANI
,আদর,O
,কইচ্ছে,O
Sentence: 2446,লাকড়ির,B-OBJ
,চুলা,I-OBJ
,রাইন্তে,O
,করা,O
,খানা,O
,খুব,O
,মজা,O
Sentence: 2447,আর,O
,বড়া,B-ROLE
,ভাই,I-ROLE
,বেজ্ঞুন,B-FOOD
,তরকারির,I-FOOD
,ঝোল,I-FOOD
,আর,O
,খুব,O
,হসন্দ,O
Sentence: 2448,আর,O
,আব্বু,B-ROLE
,লাই,B-FOOD
,দি,I-FOOD
,চিংড়ি,I-FOOD
,মাসের,I-FOOD
,ঝোল,I-FOOD
,আর,O
,খুব,O
,হসন্দ,O
Sentence: 2449,আর,O
,শীতের,O
,দিনে,O
,গোসল,O
,কইত্তে,O
,ভালা,O
,লাগে,O
,না,O
Sentence: 2450,আর,O
,ভোন,B-REL
,গেরামের,B-LOC
,বাড়ীত,I-LOC
,যাই,O
,হইরেত্তে,B-LOC
,গোসল,O
,করে,O
Sentence: 2451,আর,O
,আম্মু,B-REL
,বলে,O
,তেতই,B-FOOD
,খাইলে,O
,আর,O
,বুদ্ধিকমি,O
,যাইব,O
Sentence: 2452,আর,O
,আব্বু্,B-REL
,বাজারেত্তুন,O
,আন্ডারলাই,O
,তেতই,B-FOOD
,কি,O
,আইঞ্চে,O
Sentence: 2453,আর,O
,গেরামের,B-LOC
,বাড়ীর,I-LOC
,উঠান,O
,অনেক,O
,বড়,O
Sentence: 2454,এই,O
,বাইচ্চা,O
,ইয়,O
,গেরামের,B-LOC
,ঊঠানে,I-LOC
,খেলের,O
Sentence: 2455,ছোট,O
,বাইচ্ছা,O
,ইয়া,O
,অনেক,O
,অসুস্ত,O
Sentence: 2456,এক্কান,O
,আহত,O
,বাইচ্চা,O
,রাস্তায়,B-LOC
,খাবই,O
,কান্দের,O
Sentence: 2457,আর,O
,ছোট,B-REL
,ভোইনরে,I-REL
,আইজ্জা,O
,বেয়ানে,O
,হাস্ফাতালে,B-ORG
,নি,O
,গেসে,O
Sentence: 2458,আব্বু,B-REL
,কইসে,O
,বৃষ্টি,O
,অইলেও,O
,বারান্দাত,O
,গাসে,O
,হানি,B-FOOD
,দিবার,O
,দরকার,O
,নাই,O
Sentence: 2459,আর,O
,আম্মু,B-REL
,বৃষ্টি,O
,অইলেও,O
,বারান্দাত,O
,গাসে,O
,হানি,B-FOOD
,দেয়,O
Sentence: 2460,আব্বু,B-REL
,কইসে,O
,গাসে,O
,অতিরিক্ত,O
,হানি,B-FOOD
,দিলে,O
,গাস,O
,মরি,O
,যায়,O
Sentence: 2461,কাইল্লা,O
,বিয়ালে,O
,আন্ডা,O
,এদে,O
,অনেক,O
,বৃষ্টি,O
,অইসে,O
Sentence: 2462,আর,O
,আম্মু্,B-REL
,আইজ্জা,O
,শশার,B-FOOD
,তরকাতি,I-FOOD
,ফাক,O
,কইচ্চে,O
Sentence: 2463,গরমের,O
,দিনে,O
,নুন,B-FOOD
,দি,O
,শশা,B-FOOD
,খাইতে,O
,খুব,O
,ভালা,O
,লাগে,O
Sentence: 2464,শশা,B-FOOD
,খাইতে,O
,অনেক,O
,ভালা,O
Sentence: 2465,আব্বু,B-REL
,আইজ্জা,O
,বেয়ানে,O
,বাজারেত্তুন,O
,টমাটু,B-FOOD
,কি,O
,আইঞ্চে,O
Sentence: 2466,দিন,O
,দিন,O
,টমাটুর,B-FOOD
,বারি,O
,গেসে,O
Sentence: 2467,আর,O
,সরিষার,B-FOOD
,তেল,I-FOOD
,দি,O
,মাছ,B-FOOD
,ভাজি,I-FOOD
,খুব,O
,ভালা,O
,লাগে,O
Sentence: 2468,আর,O
,দাদা,B-REL
,চুলে,O
,সরিষার,O
,তেল,O
,দেয়,O
Sentence: 2469,আর,O
,নানা,B-REL
,কইসে,O
,সরিষার,O
,তের,O
,চুল,O
,হোড়া,O
,কমায়,O
Sentence: 2470,এক্কান,O
,কৃষক,B-ROLE
,বাজারে,O
,টমাটু,B-FOOD
,বেসের,O
Sentence: 2471,আর,O
,আব্বু,B-REL
,গাত,O
,সরিষার,O
,তেল,O
,লাগায়,O
Sentence: 2472,দিন,O
,দিন,O
,আই,O
,খুব,O
,অসুস্ত,O
,অই,O
,যাইয়ের,O
Sentence: 2473,যিয়েনে,O
,হিয়েনে,O
,সেপ,O
,হেলন,O
,একদম,O
,নিষেধ,O
Sentence: 2474,আর,O
,আম্মু,B-REL
,কইসে,O
,হতিদিন,O
,তেতই,B-FOOD
,খাইলে,O
,আর,O
,গায়েত্তে,O
,রক্ত,O
,হানি,O
,অই,O
,জাইব,O
Sentence: 2475,আর,O
,ছোট,B-REL
,ভাইয়ের,I-REL
,ফ্রিও,O
,ফল,B-FOOD
,অইলো,O
,জামরুল,O
Sentence: 2476,বাইচ্চা,O
,ইয়ার,O
,কিছু,O
,দিন,O
,ধরি,O
,সর্দি,O
,কাশি,O
Sentence: 2477,আন্ডা,O
,গেরামের,B-LOC
,বাজারে,I-LOC
,অনেক,O
,বড্ডা,O
,ইজ্ঞা,O
,দেশী,B-ANI
,মুরগির,I-ANI
,দোয়ান,B-LOC
,আসে,O
Sentence: 2478,বেয়ানে,O
,ঘুমেত্তুন,O
,উঠি,O
,নাইরকেল,B-FOOD
,এর,O
,হানি,B-FOOD
,খাইতে,O
,আর,O
,খুব,O
,ভালা,O
,লাগে,O
Sentence: 2479,আই,O
,আইজ্জা,O
,শিম,B-FOOD
,ভাজি,I-FOOD
,দি,O
,দুফুরে,O
,ভাত,B-FOOD
,খাইসি,O
Sentence: 2480,মা,B-REL
,আর,O
,লাই,O
,শিম,B-FOOD
,ভাজি,I-FOOD
,দি,O
,দুফুরে,O
,ভাত,O
,খাইসি,O
Sentence: 2481,আম্মু,B-REL
,ফাকঘরে,O
,বই,O
,মাটির,B-OBJ
,হাতিলে,I-OBJ
,মাংস,B-FOOD
,রান্না,I-FOOD
,কইচ্চে,O
Sentence: 2482,অনেক,O
,মানুষই,O
,শখের,O
,লাই,O
,ছাদের,O
,অচে,O
,কইতর,B-ANI
,হালে,O
Sentence: 2483,দুুইদিন,O
,ধরি,O
,আর,O
,অনেক,O
,সর্দি,O
,জ্বর,O
Sentence: 2484,বেয়ানে,O
,ঘুমেত্তুন,O
,উঠিই,O
,ঘরের,O
,স্টোররুমগা,O
,হরিষ্কার,O
,করন,O
,লাইগবো,O
Sentence: 2485,লবণ,B-FOOD
,দি,O
,গম,B-FOOD
,খাইতে,O
,আর,O
,ছোট,B-REL
,ভোইন,I-REL
,খুব,O
,হসন্দ,O
,করে,O
Sentence: 2486,মা,B-REL
,ফাকঘরে,O
,বসি,O
,আর,O
,বাবার,B-REL
,লাই,O
,শিমের,B-FOOD
,তরকারি,I-FOOD
,রাইঞ্চে,O
Sentence: 2487,আই,O
,আর,O
,আব্বু,B-REL
,কাইল্লা,O
,সিলেটেত্তুন,B-LOC
,ঢাকা,O
,আইসি,B-LOC
Sentence: 2488,আম্মু,B-REL
,লাকড়িস,B-OBJ
,চুলাত,I-OBJ
,রাইঞ্চে,O
Sentence: 2489,আর,O
,স্কুলে,B-ORG
,কোনো,I-REL
,খেলাত,B-LOC
,মাঠ,I-LOC
,নাই,O
Sentence: 2490,এই,O
,বকা,O
,হলা,O
,ইয়া,O
,দুইদিন,O
,ধরি,O
,হড়ালেয়া,O
,করের,O
,না,O
Sentence: 2491,বিয়ালে,O
,আম্মু,B-REL
,আর,O
,লাই,O
,শসার,B-FOOD
,সুপ,I-FOOD
,রান্না,O
,কইচ্চে,O
Sentence: 2492,আর,O
,স্কুলে,B-ORG
,কোনো,O
,খেলাত,B-LOC
,মাঠ,I-LOC
,নাই,O
Sentence: 2493,আন্ডা,O
,বেজ্ঞুন,O
,একলোগে,O
,খেলা,O
,দেখসিলাম,O
Sentence: 2494,বিশ্বকাপ,B-ORG
,ক্রিকেট,O
,খেলা,O
,আইজ্জাত্তুন,O
,শুরু,O
Sentence: 2495,আইজ্জা,O
,ইংল্যান্ড,B-LOC
,বিশ্বকাপ,B-ORG
,ক্রিকেট,O
,খেলায়,O
,জিতি,O
,গেসে,O
Sentence: 2496,চল,O
,আন্ডা,O
,বেজ্ঞুন,O
,গান,O
,গাই,O
Sentence: 2497,তুই,O
,কি,O
,আরে,O
,এক,O
,গ্লাস,B-OBJ
,হানি,B-FOOD
,আনি,O
,দিতা,O
,হাইরবানি,O
Sentence: 2498,আই,O
,হাইত্তান্নো,O
,হানি,B-FOOD
,দিতাম,O
Sentence: 2499,তোওয়ার,O
,ভাই,B-REL
,হড়ালেখাত,O
,অনেক,O
,মেধাবি,O
Sentence: 2500,আইচ্ছা,O
,বলো,O
,সাই,O
,বাংলাদেশে,B-LOC
,কোগা,O
,জেলা,B-LOC
Sentence: 2501,সাম্নের,O
,মুই,O
,যাই,O
,মাইয়া,O
,ইয়া,O
,অনেক,O
,হাসিবো,O
Sentence: 2502,আই,O
,হিয়ানে,O
,যাইতান,O
,না,O
Sentence: 2503,আই,O
,হিয়ানে,O
,যাইয়ুম,O
Sentence: 2504,এগগা,O
,কবিতা,O
,ক,O
Sentence: 2505,আর,O
,কোইতুর,O
,হছন্দ,O
Sentence: 2506,আর,O
,কোয়াল,O
,ভালা,O
Sentence: 2507,হেতে,O
,কেন্নে,O
,ঝিমাইতেয়াছে,O
,ছা,O
Sentence: 2508,কিতা,O
,হাইছেন,O
Sentence: 2509,আই,O
,তোয়ারে,O
,দেইখখালইয়ুম,O
Sentence: 2510,ভুলি,O
,গেছত,O
Sentence: 2511,কিতা,O
,তরকারি,B-FOOD
Sentence: 2512,আই,O
,হাইরগুম,O
Sentence: 2513,হেতে,O
,হলাই,O
,গেছে,O
Sentence: 2514,হেতে,O
,অনেক,O
,ডরাইল্লা,O
Sentence: 2515,তরকারি,B-FOOD
,লও,O
Sentence: 2516,ইমি,O
,আয়,O
Sentence: 2517,হেতারে,O
,হাডাইছে,O
Sentence: 2518,শিমুর,B-PER
,গোলাপী,B-COL
,রঙ,I-COL
,হছন্দ,O
Sentence: 2519,শিমুর,B-PER
,আকাশী,B-COL
,রং,I-COL
,হছন্দ,O
Sentence: 2520,শিমুর,B-PER
,ধূসর,B-COL
,রং,I-COL
,হছন্দ,O
Sentence: 2521,শিমুর,B-PER
,মেরুন,B-COL
,রং,I-COL
,হছন্দ,O
Sentence: 2522,শিমুর,B-PER
,কমলা,B-COL
,রং,I-COL
,হছন্দ,O
Sentence: 2523,শিমুর,B-PER
,সবুজ,B-COL
,রং,I-COL
,হছন্দ,O
Sentence: 2524,আন্নেরা,O
,আগে,O
,দি,O
,যান,O
Sentence: 2525,আন্নে,O
,কোনান,O
,তুন,O
,আইছেন,O
Sentence: 2526,সামলাই,O
,রাইখো,O
Sentence: 2527,কিয়া,O
,কইরবা,O
,আই,O
,যদি,O
,ঠিক,O
,থাই,O
Sentence: 2528,আর,O
,কতা,O
,বুঝস,O
,নি,O
,তুই,O
Sentence: 2529,আর,O
,হিছনে,O
,কিয়া,O
Sentence: 2530,তোয়ারে,O
,আরা,O
,দেখিলইয়ুম,O
Sentence: 2531,যাওনের,O
,সময়,O
,কোনাই,O
,গেছোস,O
Sentence: 2532,প্রানকান,O
,বাইত,O
,রাখি,O
Sentence: 2533,মাথাত,O
,হাত,O
,দি,O
,ক,O
,আরে,O
,আর,O
,ধোঁকা,O
,দিতি,O
,ন,O
Sentence: 2534,তোর,O
,নাম,O
,লেই,O
,দিছি,O
Sentence: 2535,না,O
,ও,O
,কইছ,O
,হা,O
,ও,O
,কইছ,O
Sentence: 2536,আই,O
,জানি,O
,তুই,O
,আইহসোস,O
Sentence: 2537,তুই,O
,কাইলগা,O
,আইস,O
Sentence: 2538,আই,O
,জানি,O
,তুই,O
,আইহসোস,O
Sentence: 2539,সিটি,B-ORG
,কর্পোরেশন,I-ORG
,অফিস,I-ORG
,আছে,O
Sentence: 2540,অনেক,O
,কষটত,O
,আছি,O
Sentence: 2541,আঁই,O
,হাছা,O
,খুব,O
,অসহায়,O
,বোধ,O
,কইত্তাম,O
,আছি,O
Sentence: 2542,আঁই,O
,খুব,O
,অসহায়,O
,বোধ,O
,কইত্তাম,O
,আছি,O
Sentence: 2543,খুব,O
,অসহায়,O
,বোধ,O
,কইত্তাম,O
,আছি,O
Sentence: 2544,অসহায়,O
,বোধ,O
,কইত্তাম,O
,আছি,O
Sentence: 2545,আঁই,O
,হাছা,O
,হইছি,O
,খুব,O
,অসহায়,O
Sentence: 2546,ভিডিও,O
,বানানির,O
,কি,O
,দরকার,O
,আছিলো,O
Sentence: 2547,বানানির,O
,কি,O
,দরকার,O
,আছিলো,O
Sentence: 2548,আঁরে,O
,বোলায়,O
Sentence: 2549,সিলেটেত্তুন,B-LOC
,আঁর,O
,লগে,O
,দেয়া,O
,কইত্তো,O
,আইছে,O
Sentence: 2550,আঁর,O
,লগে,O
,দেয়া,O
,কইত্তে,O
,আইছে,O
Sentence: 2551,দেয়া,O
,কইত্তে,O
,আইছে,O
Sentence: 2552,সিলে্টেত্তুন,B-LOC
,ঢাকাত,B-LOC
,আইছে,O
Sentence: 2553,ছুইস,O
,না,O
Sentence: 2554,হই,O
,গেছি,O
Sentence: 2555,আসল,O
,কথাত,O
,আইও,O
Sentence: 2556,আঁই,O
,বাত,B-FOOD
,খাইতান্নো,O
,রাগ,O
,কইচ্ছি,O
Sentence: 2557,আন্নে,O
,আঁরে,O
,ছাড়ি,O
,চলি,O
,যাইবেন,O
Sentence: 2558,বিয়া,O
,অইছে,O
,অনেক,O
,বছর,O
,আগেদি,O
Sentence: 2559,যানের,O
,কতা,O
,নাই,O
Sentence: 2560,চিন্তা,O
,কইচ্ছি,O
,কিছু,O
,এক্কান,O
,কইরগুম,O
Sentence: 2561,এইডা,O
,বালা,O
,হইব,O
,তোর,O
,লাই,O
Sentence: 2562,বাইত,O
,আইয়ুনের,O
,সময়,O
,অই,O
,গেছে,O
Sentence: 2563,হেতে,O
,খানা,O
,থামি,O
,কয়,O
Sentence: 2564,খানা,O
,খাইতে,O
,গেছে,O
Sentence: 2565,কতা,O
,না,O
,কই,O
,খানাত,O
,মন,O
,দে,O
Sentence: 2566,খাওয়া,O
,শেষ,O
,করি,O
,তহন,O
,হেতের,O
,দিকে,O
,গেলো,O
Sentence: 2567,দেই,O
,চোক,O
,যায়,O
Sentence: 2568,সুন্দর,O
,কিছু,O
,অইতো,O
,হারে,O
Sentence: 2569,বিয়া,O
,কিচ্ছে,O
,আঁর,O
,ছডো,B-REL
,ভাই,I-REL
Sentence: 2570,মাতাত,O
,বুদ্দি,O
,অয়,O
,না,O
Sentence: 2571,ডিম,B-FOOD
,দেওন,O
,বন্ধ,O
,করি,O
,দেয়,O
Sentence: 2572,বেকেরে,O
,কইছে,O
Sentence: 2573,বলা,O
,আইছে,O
Sentence: 2574,আন্নের,O
,ইয়ান,O
,করন,O
,লাগব,O
Sentence: 2575,করন,O
,লাগবো,O
Sentence: 2576,চলি,O
,আইবি,O
Sentence: 2577,আঁই,O
,হেতারে,O
,কইছি,O
,ইয়ান,O
,করিছনা,O
Sentence: 2578,আঁই,O
,হেতারে,O
,কইছি,O
Sentence: 2579,ইয়ান,O
,করিছ,O
,না,O
Sentence: 2580,কি,O
,দরকার,O
,আছিলো,O
Sentence: 2581,দরকার,O
,আছিলো,O
Sentence: 2582,বানানির,O
,কি,O
,দরকার,O
Sentence: 2583,এরুম,O
,কইত্তাছে,O
,কিল্লাই,O
,বই,O
,বই,O
Sentence: 2584,কিল্লাই,O
,বই,O
,বই,O
Sentence: 2585,এরুম,O
,কইত্তেছে,O
Sentence: 2586,ইয়ান,O
,কেন্নে,O
,সম্ভব,O
Sentence: 2587,কেন্নে,O
,সম্ভব,O
Sentence: 2588,তুই,O
,এন্নে,O
,ঘুমাস,O
,কিল্লাই,O
Sentence: 2589,তুই,O
,ঘুমাস,O
,কিল্লাই,O
Sentence: 2590,ঘুমাস,O
,কিল্লাই,O
Sentence: 2591,এতো,O
,ঘুমাস,O
,কিল্লাই,O
Sentence: 2592,তুুই,O
,ঘুমা,O
Sentence: 2593,তোর,O
,কাম,O
,নাই,O
Sentence: 2594,কতা,O
,ঠিক,O
,আছে,O
,নি,O
Sentence: 2595,কান,O
,টান,O
,লাল,B-COL
,করি,O
,হালাইয়ুম,O
,আঁই,O
,তোর,O
Sentence: 2596,আঁই,O
,কষ্টে,O
,আছি,O
Sentence: 2597,কষ্টে,O
,আছি,O
Sentence: 2598,তোর,O
,লগে,O
,আঁর,O
,হবরে,O
,কতা,O
,আছে,O
Sentence: 2599,তোর,O
,লগে,O
,আঁর,O
,কতা,O
,আছে,O
Sentence: 2600,আঁর,O
,হবরে,O
,কতা,O
,আছে,O
Sentence: 2601,হবরে,O
,কতা,O
,আছে,O
Sentence: 2602,কতা,O
,আছে,O
Sentence: 2603,আঁর,O
,বেইন্না,O
,উডি,O
,চা,B-FOOD
,খানের,O
,অভ্যাস,O
Sentence: 2604,বেইন্না,O
,উডি,O
,চা,B-FOOD
,খানের,O
,অভ্যাস,O
Sentence: 2605,চা,B-FOOD
,খানের,O
,অভ্যাস,O
Sentence: 2606,তুই,O
,দুফারে,O
,কি,O
,খাইছত,O
Sentence: 2607,দুফারে,O
,কি,O
,খাইছত,O
Sentence: 2608,তুই,O
,কি,O
,রাইতকা,O
,বারো,O
,বাইর,O
,হবিনি,O
Sentence: 2609,রাইতকা,O
,বারো,O
,বের,O
,হবিনি,O
Sentence: 2610,বাইরে,O
,বাইরোবিনি,O
Sentence: 2611,তুই,O
,কি,O
,বারো,O
,যাবিনি,O
Sentence: 2612,বাইরোবিনি,O
Sentence: 2613,আন্নের,O
,লগে,O
,কতা,O
,কইতে,O
,আঁর,O
,অনেক,O
,বাল্লাগে,O
Sentence: 2614,কতা,O
,কইতে,O
,আঁর,O
,বাল্লাগে,O
Sentence: 2615,আঁর,O
,বাল্লাগে,O
Sentence: 2616,রং,B-COL
,কইত্তে,O
,হাইরবিনি,O
,রে,O
Sentence: 2617,কাম,O
,কইত্তাম,O
,কেন্নে,O
Sentence: 2618,আঁই,O
,অনেক,O
,কষ্টে,O
,আছি,O
Sentence: 2619,কতা,O
,কইতে,O
,বাল্লাগে,O
Sentence: 2620,কতা,O
,বাল্লাগে,O
Sentence: 2621,আন্নের,O
,লগে,O
,কতা,O
Sentence: 2622,খেইলবি,O
,নি,O
,আঁর,O
,মাইয়ার,O
,লগে,O
Sentence: 2623,আঁর,O
,অন,O
,তোরে,O
,বাল্লাগে,O
Sentence: 2624,আঁর,O
,কতা,O
,তুই,O
,বুজন্নি,O
Sentence: 2625,কসম,O
,আঁর,O
,গাত,O
,জ্বর।,O
Sentence: 2626,তোরে,O
,আন্ডা,O
,দেই,O
,লইয়ুম।,O
Sentence: 2627,তুই,O
,দুফারে,O
,কি,O
,দি,O
,ভাত,B-FOOD
,খাইছত,O
Sentence: 2628,দুফারে,O
,কি,O
,দি,O
,ভাত,B-FOOD
,খাইছত,O
Sentence: 2629,দুফারে,O
,কি,O
,খাইছত,O
Sentence: 2630,কি,O
,দি,O
,ভাত,B-FOOD
Sentence: 2631,বেকের,O
,তুন,O
,কাছের,O
,মানুষ,O
Sentence: 2632,অনেক,O
,ভালা,O
,লাগে,O
Sentence: 2633,বাল্লাগে,O
Sentence: 2634,কতা,O
,কইতে,O
,অনেক,O
,বাল্লাগে,O
Sentence: 2635,আঁই,O
,তোরে,O
,ডাকতান্নো,O
Sentence: 2636,তোরে,O
,ডাকতান্নো,O
Sentence: 2637,আঁই,O
,তোরে,O
,ডাক,O
,দিয়ুম।,O
Sentence: 2638,তোরে,O
,ডাক,O
,দিয়ুম,O
Sentence: 2639,ডাকতান্নো,O
Sentence: 2640,তোর,O
,এতো,O
,ঘুম,O
,আইয়ে,O
,কিল্লাই,O
Sentence: 2641,তোর,O
,ঘুম,O
,আইয়ে,O
,কিল্লাই,O
Sentence: 2642,এত,O
,ঘুম,O
,আইয়ে,O
,কিল্লেই,O
Sentence: 2643,ঘুম,O
,আইয়ে,O
,কিল্লেই,O
Sentence: 2644,তোমার,O
,এত,O
,ঘুম,O
,কিল্লেই,O
Sentence: 2645,হোলাগা,O
,সাদা,B-COL
,রঙয়ের,I-COL
,অগগা,O
,শার্ট,B-OBJ
,হরি,O
,আইছিলো,O
Sentence: 2646,হেতে,O
,অন,O
,রাজশাহী,B-LOC
,চলি,O
,গেছে,O
Sentence: 2647,হেতে,O
,এক্কারই,O
,আঁসে,O
,না।,O
Sentence: 2648,হেতে,O
,আঁসেনা,O
Sentence: 2649,হেতে,O
,আঁসে,O
Sentence: 2650,হেতে,O
,আঁসে,O
,না।,O
Sentence: 2651,এক্কারিই,O
,আঁসে,O
,না,O
Sentence: 2652,হেতে,O
,রাজশাহী,B-LOC
,চলি,O
,গেছে,O
Sentence: 2653,রাজশাহী,B-LOC
,চলি,O
,গেছে,O
Sentence: 2654,চলি,O
,গেছে,O
Sentence: 2655,হেতে,O
,অন,O
,রাজশাহী,B-LOC
Sentence: 2656,আন্নের,O
,বেকের,O
,তুন,O
,কাছের,O
,মানুষ,O
,কুনগা,O
Sentence: 2657,আন্নের,O
,কাছের,O
,মানুষটি,O
,কেগা,O
Sentence: 2658,কাছের,O
,মানুষগা,O
,কে,O
Sentence: 2659,মানুষটি,O
,কেগা,O
Sentence: 2660,ঢাকাত,B-LOC
,আইছে,O
Sentence: 2661,হোলাগা,O
,ঢাকাত,B-LOC
,আইছে,O
Sentence: 2662,সিলেটের,B-LOC
,তুন,O
,ঢাকাত,B-LOC
Sentence: 2663,সাদা,B-COL
,রঙের,I-COL
,একগা,O
,শার্ট,B-OBJ
,হরি,O
,আইছিলো,O
Sentence: 2664,সাদা,B-COL
,রঙ্গের,I-COL
,শার্ট,O
Sentence: 2665,সাদা,B-COL
,রঙের,I-COL
,শার্ট,B-OBJ
,হরি,O
,আইছিলো,O
Sentence: 2666,সাদা,B-COL
