Sentence #,barishal_word,bio_tag
,রাহুম,O
Sentence: 2307,খালি,O
,মাইয়ারাই,O
,পারে,O
,সংসার,O
,গুছাইয়া,O
,থুইতে,O
Sentence: 2308,পোলাগো,O
,সহজ,O
,সরল,O
,মনডা,O
,লইয়া,O
,মাইয়ারা,O
,ফুটবল,B-OBJ
,খ্যালে,O
Sentence: 2309,পোলাডা,O
,গাড়ির,B-OBJ
,তলে,O
,পইররা,O
,মইরা,O
,যায়,O
Sentence: 2310,একবার,O
,তোমার,O
,হাত,O
,ধরলে,O
,আর,O
,কোনদিন,O
,ছাড়মু,O
,না,O
Sentence: 2311,তুমি,O
,ছাড়া,O
,মোর,O
,জীবনডা,O
,আন্ধার,O
Sentence: 2312,তোমার,O
,চুল,O
,পরার,O
,সমেস্যা,O
,লইয়া,O
,ডাক্তারের,B-ROLE
,ধারে,O
,যাইতে,O
,হইবে,O
Sentence: 2313,ভাল,O
,মানু,O
,এই,O
,পিরথিবিতে,B-LOC
,বেশি,O
,দিন,O
,বাচে,O
,না,O
Sentence: 2314,গেরামের,B-LOC
,বাড়ির,I-LOC
,এই,O
,মাইয়াডা,O
,বেমালা,O
,ভালো,O
,লাগছেলে,O
Sentence: 2315,পোলাডা,O
,ছুটির,O
,দিনেও,O
,কলেজে,B-ORG
,যায়,O
Sentence: 2316,মোর,O
,বাংলা,O
,ছিনেমা,O
,দ্যাখতে,O
,ভাল,O
,লাগে,O
Sentence: 2317,তোমারে,O
,মুই,O
,ধন্যবাদ,O
,জানাইতে,O
,চাই,O
Sentence: 2318,তোমার,O
,ছোট,B-REL
,ভাইর,I-REL
,জন্মদিন,O
,কবে,O
Sentence: 2319,তুমি,O
,কি,O
,মোরে,O
,এউক্কা,O
,ছবি,O
,তুইল্লা,O
,দেতে,O
,পারবা,O
Sentence: 2320,তোমার,O
,লগে,O
,মোর,O
,মায়,B-REL
,কথা,O
,কইতে,O
,চায়,O
Sentence: 2321,তোমার,O
,ধারে,O
,মুই,O
,এউক্কা,O
,পরামিশ,O
,চাই,O
Sentence: 2322,আমনে,O
,কি,O
,মোরে,O
,এউক্কা,O
,গান,O
,গাইয়া,O
,হুনাইবেন,O
Sentence: 2323,তুমি,O
,কি,O
,তোমার,O
,ভুল,O
,বোঝতে,O
,পারছো,O
Sentence: 2324,তুমি,O
,কি,O
,মোর,O
,লইজ্ঞা,O
,এউক্কা,O
,গান,O
,লেইক্ষা,O
,দেতে,O
,পারবা,O
Sentence: 2325,মোর,O
,পেরতেকদিন,O
,খ্যালতে,O
,ভাল্লাগে,O
Sentence: 2326,মোর,O
,দোস্তরা,B-REL
,বেইন্নাহালে,O
,ফুটবল,B-OBJ
,খ্যালতে,O
,মাঠে,B-LOC
,যায়,O
Sentence: 2327,তোমার,O
,বয়স,O
,কত,O
Sentence: 2328,মুই,O
,বেমালা,O
,বড়,O
,ভুল,O
,কইররা,O
,হালাইছি,O
Sentence: 2329,চান্দের,O
,আলো,O
,দ্যাখতে,O
,মোর,O
,ম্যালা,O
,ভাল,O
,লাগে,O
Sentence: 2330,তুমি,O
,বেইন্নাহালে,O
,উইঠ্যা,O
,চা,B-FOOD
,খাবা,O
Sentence: 2331,আমনে,O
,কি,O
,এট্টু,O
,এইহানে,O
,আইতে,O
,পারবেন,O
Sentence: 2332,তোর,O
,পরিক্ষা,O
,কবে,O
Sentence: 2333,মোর,O
,বিয়ালে,O
,খ্যালার,B-LOC
,মাডে,I-LOC
,যাইতে,O
,হইবে,O
Sentence: 2334,কিছু,O
,মানু,O
,বেমালা,O
,স্বার্থপর,O
,হয়,O
Sentence: 2335,মুই,O
,এউক্কা,O
,ভাল,O
,মানু,O
,হইতে,O
,চাই,O
Sentence: 2336,মোর,O
,পরিবার,O
,তোমারে,O
,কোনদিনও,O
,মাইন্না,O
,নেবে,O
,না,O
Sentence: 2337,আমনেরে,O
,থুইয়া,O
,মোর,O
,বান্ধুবি,B-REL
,ভালো,O
,নাই,O
Sentence: 2338,মাইয়াডার,O
,রাগ,O
,বেমালা,O
,বেশি,O
Sentence: 2339,আমনে,O
,কি,O
,চান,O
,মুই,O
,এইহানে,O
,গোনে,O
,চইল্লা,O
,যাই,O
Sentence: 2340,আমনে,O
,কি,O
,এই,O
,বিয়ায়,O
,রাজি,O
,হইছেন,O
Sentence: 2341,মোর,O
,আব্বার,B-REL
,মাথা,O
,গরম,O
,থাহে,O
Sentence: 2342,আমার,O
,বড়,B-REL
,ভাই,I-REL
,এউক্কা,O
,চ্যাতা,O
,লোক,O
Sentence: 2343,যে,O
,মাইয়া,O
,বেশি,O
,কথা,O
,কয়,O
,হ্যারে,O
,আমার,O
,পছন্দ,O
,না,O
Sentence: 2344,পোলাডা,O
,বেশি,O
,কথা,O
,কয়,O
Sentence: 2345,আমনে,O
,আইজ,O
,সকালে,O
,চা,B-FOOD
,খান,O
,নাই,O
Sentence: 2346,আইজগো,O
,বেইন্নাহালে,O
,মুই,O
,আর,O
,মোর,O
,দোস্তরা,B-REL
,ফুটবল,B-OBJ
,খ্যালতে,O
,মাডে,B-LOC
,গ্যাছি,O
Sentence: 2347,মুই,O
,মোর,O
,মায়ের,B-REL
,হগল,O
,কথা,O
,ম্যালা,O
,মন,O
,দিয়া,O
,হুনি,O
Sentence: 2348,মোর,O
,বান্ধুবির,B-REL
,এউক্কা,O
,ছোডো,B-ANI
,বিলই,I-ANI
,আছে,O
Sentence: 2349,ব্যাডায়,O
,হ্যার,O
,বউর,B-REL
,গায়ে,O
,হাত,O
,তোলে,O
Sentence: 2350,তোমার,O
,কি,O
,মানু,O
,দেহাইন্না,O
,শ্যাষ,O
Sentence: 2351,মোর,O
,বউ,B-REL
,মোরে,O
,কোনদিনও,O
,খোচা,O
,মাইররা,O
,কথা,O
,কয়,O
,নাই,O
Sentence: 2352,তুমি,O
,এউক্কা,O
,ভালো,O
,মাইয়া,O
,মানু,O
Sentence: 2353,তোমারে,O
,জোর,O
,কইররা,O
,বিয়া,O
,দেয়া,O
,হইছেলে,O
Sentence: 2354,হ্যায়,O
,দুইবেলা,O
,ভাত,B-FOOD
,খাইতে,O
,পারে,O
,না,O
Sentence: 2355,তোমার,O
,ধারে,O
,থাকলে,O
,মুই,O
,কল্পনার,O
,চাইয়াও,O
,বেশি,O
,সুখে,O
,থাহি,O
Sentence: 2356,মায়,B-REL
,আইজগো,O
,খাওনে,B-FOOD
,নুন,B-FOOD
,কম,O
,দেছে,O
Sentence: 2357,মোর,O
,মায়,B-REL
,হগল,O
,কালে,O
,বেমালা,O
,হাসি,O
,খুশি,O
,থাহে,O
Sentence: 2358,তোমার,O
,লইজ্ঞা,O
,এত,O
,কিছু,O
,কইররাও,O
,কোন,O
,লাভ,O
,হইলো,O
,না,O
Sentence: 2359,আমনে,O
,মোরে,O
,আর,O
,কত,O
,অবাক,O
,করবেন,O
Sentence: 2360,আমনে,O
,একটু,O
,কম,O
,চাডামি,O
,করেন,O
Sentence: 2361,আইজগো,O
,মোর,O
,ছোডো,B-REL
,বুইন,I-REL
,রানছে,O
Sentence: 2362,খাওনে,B-FOOD
,নুন,B-FOOD
,এট্টু,O
,বেশি,O
,হইয়া,O
,গ্যাছে,O
Sentence: 2363,খাওনে,B-FOOD
,নুন,B-FOOD
,কম,O
,হইলে,O
,আরো,O
,ভালো,O
,লাগতে,O
Sentence: 2364,আইজগো,O
,মুই,O
,বাইরে,O
,যামুই,O
Sentence: 2365,আমনে,O
,একলা,O
,একলা,O
,বায়রায়,O
,ঘোরতে,O
,যান,O
Sentence: 2366,মুই,O
,বেমালা,O
,জোস,O
,মেকাপ,O
,করি,O
Sentence: 2367,তুমি,O
,এককালে,O
,না,O
,বুইজঝা,O
,বেশি,O
,কথা,O
,কও,O
Sentence: 2368,আমনেরে,O
,কিছু,O
,কওয়া,O
,লাগেনা,O
,আমনে,O
,এমনেই,O
,মোর,O
,মনের,O
,কথা,O
,বুইজঝা,O
,যান,O
Sentence: 2369,তোমার,O
,চক্ষু,O
,থাহে,O
,অন্য,O
,মাইয়াগো,O
,দিকে,O
Sentence: 2370,তোমার,O
,বিয়াইত্যা,O
,জীবন,O
,সুখের,O
,হোক,O
Sentence: 2371,মোগো,O
,বাড়ির,O
,চকিদার,B-ROLE
,রাইতে,O
,মদ,B-FOOD
,খায়,O
Sentence: 2372,মোর,O
,জামাই,B-REL
,রাইতে,O
,দোস্তগো,B-REL
,লগে,O
,আড্ডা,O
,দেয়,O
Sentence: 2373,মুই,O
,আর,O
,মোর,O
,আব্বায়,B-REL
,বিয়া,B-LOC
,বাড়ি,I-LOC
,যাইতেয়াছি,O
Sentence: 2374,তুমি,O
,মোর,O
,ধারে,O
,ধরা,O
,পরার,O
,পরেও,O
,পরকীয়া,O
,করার,O
,কথা,O
,স্বীকার,O
,করতেয়াছো,O
,না,O
Sentence: 2375,এউক্কা,O
,বিয়াইত্যা,B-REL
,মাতারি,I-REL
,রাস্তা,B-LOC
,দিয়া,O
,হাইট্টা,O
,যাইতেয়াছে,O
Sentence: 2376,মোর,O
,মায়,B-REL
,মোর,O
,পড়াল্যাহার,O
,খরচ,O
,দেতে,O
,চায়,O
,না,O
Sentence: 2377,মোর,O
,মায়,B-REL
,বেমালা,O
,কষ্ট,O
,কইররা,O
,মোগো,O
,বড়,O
,করছে,O
Sentence: 2378,তোমার,O
,ছোট,B-REL
,ভাই,I-REL
,আগে,O
,নেশায়,O
,আসক্ত,O
,আল্লেহ,O
Sentence: 2379,পোলাডা,O
,হারাদিন,O
,বায়রায়,O
,বায়রায়,O
,থাহে,O
Sentence: 2380,মোর,O
,হুবু,B-REL
,চাচারাও,B-REL
,মোরে,O
,বেমালা,O
,ভালবাসে,O
Sentence: 2381,মোর,O
,মায়,B-REL
,আগের,O
,চাইয়া,O
,এহন,O
,বেমালা,O
,ভালো,O
,আছে,O
Sentence: 2382,মুই,O
,আর,O
,মোর,O
,ছোডো,B-REL
,বুইন,I-REL
,আইজগো,O
,খালার,B-LOC
,বাসায়,I-LOC
,ঘোরতে,O
,যামু,O
Sentence: 2383,মোর,O
,বড়,B-REL
,বুইন,I-REL
,এত,O
,বেইন্নাহালে,O
,ঘুমে,O
,গোনে,O
,ওঠতে,O
,পারে,O
,না,O
Sentence: 2384,মোর,O
,বড়,B-REL
,বুইন,I-REL
,বেমালা,O
,আইলসা,O
,এউক্কা,O
,কাম,O
,সময়মত,O
,করতে,O
,পারে,O
,না,O
Sentence: 2385,আমনের,O
,লগে,O
,মোর,O
,এউক্কা,O
,জরুলি,O
,কথা,O
,আছে,O
Sentence: 2386,বেইন্নাহালে,O
,জলদি,O
,উইঠ্যা,O
,বায়রায়,O
,এট্টু,O
,হাইট্টা,O
,আওয়া,O
,বেমালা,O
,উপকারি,O
Sentence: 2387,তুমি,O
,কি,O
,আমডা,B-FOOD
,খাইল্লা,O
Sentence: 2388,বাগের,B-LOC
,মাঝে,O
,যাইয়া,O
,মোর,O
,ছোডো,B-REL
,ভাই,I-REL
,দৌড়াইছে,O
Sentence: 2389,আমনে,O
,ফুটবল,B-OBJ
,খ্যালায়,O
,ঠইজ্ঞা,O
,গ্যালেন,O
Sentence: 2390,তুমি,O
,কিরকেট,O
,খেলায়,O
,জেতলে,O
Sentence: 2391,তুই,O
,এইহানে,O
,থাইক্কা,O
,যা,O
Sentence: 2392,আমনে,O
,মোরে,O
,দয়া,O
,কইররা,O
,বিশ্বাস,O
,করেন,O
Sentence: 2393,ছোডো,O
,গেদুডা,O
,অসুস্থ,O
,হইয়া,O
,পরছে,O
Sentence: 2394,তুমি,O
,কি,O
,মোর,O
,লইজ্ঞা,O
,অপেক্ষা,O
,করতে,O
,পারবা,O
Sentence: 2395,তুমি,O
,মোর,O
,ধারে,O
,মাফ,O
,চাও,O
Sentence: 2396,মুই,O
,বিয়ালে,O
,এট্টু,O
,ঘুমাইয়া,O
,নেলাম,O
Sentence: 2397,মোর,O
,আব্বায়,B-REL
,বর,B-REL
,ভাইর,I-REL
,উপরে,O
,চেইত্তা,O
,গ্যাল্লেহ,O
Sentence: 2398,তোমার,O
,কথা,O
,হুইন্না,O
,মুই,O
,বেমালা,O
,অবাক,O
,হইয়া,O
,গ্যাল্লাম,O
Sentence: 2399,তোমার,O
,কি,O
,মাথা,O
,বেথা,O
,করতেয়াছে,O
Sentence: 2400,মোর,O
,হাত,O
,খরচের,O
,টাহা,B-OBJ
,মোর,O
,আব্বায়,B-REL
,দেয়,O
Sentence: 2401,মোর,O
,বুইন,B-REL
,ইদানিং,O
,বেমালা,O
,খারাপ,O
,আচরণ,O
,করে,O
Sentence: 2402,মুই,O
,যেই,O
,পোলারে,O
,পছন্দ,O
,করি,O
,হ্যায়,O
,মোর,O
,পরিবারের,O
,কাউরে,O
,সম্মান,O
,করেনা,O
Sentence: 2403,মাইয়াডা,O
,হ্যারে,O
,বিয়া,O
,করবেনা,O
,কইয়া,O
,দেছে,O
Sentence: 2404,বাড়ি,O
,দিয়া,O
,বিয়ার,O
,লইজ্ঞা,O
,মোর,O
,লইজ্ঞা,O
,মাইয়া,O
,দ্যাহা,O
,শুরু,O
,করছে,O
Sentence: 2405,মোর,O
,বিয়া,O
,তোমার,O
,ছোডো,B-REL
,বুইনের,I-REL
,লগে,O
,ঠিক,O
,হইছে,O
Sentence: 2406,পোলাডা,O
,আরো,O
,দুজ্ঞা,O
,বছর,O
,পর,O
,বিয়া,O
,করতে,O
,চায়,O
Sentence: 2407,বাপে,B-REL
,মোগো,O
,হগল,O
,সম্পত্তি,O
,বেইচ্চা,O
,মোগো,O
,লইয়া,O
,গেরামের,B-LOC
,বাড়ি,I-LOC
,চইল্লা,O
,আইছে,O
Sentence: 2408,মুই,O
,হগলডিরে,O
,বুঝাইয়া,O
,বুঝাইয়া,O
,পাগল,O
,যে,O
,মোর,O
,মায়,B-REL
,এরহম,O
,কিছু,O
,করে,O
,নাই,O
Sentence: 2409,হ্যাগো,O
,পারিবারিক,O
,ভাবেই,O
,বিয়া,O
,হইছে,O
Sentence: 2410,হ্যাগো,O
,প্রেম,O
,কইররা,O
,বিয়া,O
,হইছেলে,O
Sentence: 2411,মোর,O
,হাউরি,B-REL
,বেমালা,O
,ভালো,O
,রান্দে,O
Sentence: 2412,আব্বায়,B-REL
,অশিক্ষিত,O
,এউক্কা,O
,পোলার,O
,লগে,O
,মোর,O
,বিয়া,O
,দেতে,O
,চাইল্লে,O
Sentence: 2413,আব্বায়,B-REL
,মান,O
,সম্মানের,O
,ডরে,O
,মামলা,O
,করেনাই,O
Sentence: 2414,পোলাডা,O
,চাচার,B-REL
,ডরে,O
,হ্যার,O
,বাপেরে,B-REL
,সত্য,O
,কথা,O
,কইতে,O
,পারেনাই,O
Sentence: 2415,মুই,O
,তহন,O
,বেমালা,O
,ছোডো,O
,যহন,O
,মোর,O
,মায়,B-REL
,মইরা,O
,গ্যাল্লেহ,O
Sentence: 2416,গেরামে,B-LOC
,গোনে,O
,আওয়া,O
,পোলাডা,O
,এহন,O
,ঢাকায়,B-LOC
,পড়াল্যাহা,O
,করতেয়াছে,O
Sentence: 2417,মোর,O
,লগে,O
,হ্যার,O
,পরিচয়,O
,হইছে,O
,ইস্কুলে,B-ORG
,যাইয়া,O
Sentence: 2418,মোরে,O
,দয়া,O
,কইররা,O
,পরামিশ,O
,দেন,O
,মুই,O
,এহন,O
,কি,O
,করতে,O
,পারি,O
Sentence: 2419,মোর,O
,বায়রায়,O
,ঘোরতে,O
,যাওয়ার,O
,কোন,O
,ইচ্ছা,O
,আল্লেহ,O
,না,O
Sentence: 2420,পোলাডা,O
,বিরি,B-OBJ
,পর্যন্ত,O
,খায়,O
,না,O
Sentence: 2421,পোরথোমদিক,O
,আমনেরে,O
,মুই,O
,এত,O
,ভালোবাস্তাম,O
,না,O
Sentence: 2422,পোলাডা,O
,সপ্তাখানেক,O
,আগে,O
,মোগো,O
,লগে,O
,দ্যাহা,O
,করছে,O
Sentence: 2423,অই,O
,মাইয়ারে,O
,যেমনেই,O
,হউক,O
,খুইজ্জা,O
,বাইর,O
,করতে,O
,হইবে,O
Sentence: 2424,পোলাডার,O
,কাহিনি,O
,হুইন্না,O
,মোরা,O
,হ্যারে,O
,সাহাইয্য,O
,করি,O
Sentence: 2425,পোলাডা,O
,হ্যার,O
,পরিবার,O
,সহ,O
,চান,O
,রাইতে,O
,মোগো,O
,লগে,O
,দ্যাহা,O
,করতে,O
,আহে,O
Sentence: 2426,মাইয়াডা,O
,বাংলাদেশে,B-LOC
,আইয়া,O
,হ্যার,O
,পছন্দের,O
,পোলার,O
,লগে,O
,বিয়া,O
,ঠিক,O
,করছে,O
Sentence: 2427,মোগো,O
,এলাকায়,O
,কেরেস্তাল,O
,ত্যালের,O
,দাম,O
,বাইররা,O
,গ্যাছে,O
Sentence: 2428,মোগো,O
,পেরতেকদিন,O
,হোবরি,B-FOOD
,খাইতে,O
,বেমালা,O
,ভালো,O
,লাগে,O
Sentence: 2429,হোবরি,B-FOOD
,মোর,O
,প্রিয়,O
,ফল,B-FOOD
Sentence: 2430,মোর,O
,আব্বায়,B-REL
,পেরতেকদিন,O
,নাহোইল,B-FOOD
,পানি,I-FOOD
,খায়,O
Sentence: 2431,মোর,O
,দাদার,B-REL
,বাড়ির,O
,পাছে,O
,এউক্কা,O
,হোবরি,B-OBJ
,গাছ,I-OBJ
,আছে,O
Sentence: 2432,মায়,B-REL
,ওশ্যায়,B-LOC
,বইয়া,O
,রাওয়ার,B-FOOD
,গোস্ত,I-FOOD
,রানতেয়াছে,O
Sentence: 2433,গেরামের,B-LOC
,মানে,O
,মাডির,B-OBJ
,পাইলায়,I-OBJ
,রান্দে,O
Sentence: 2434,মোর,O
,ছোডো,B-REL
,ভাই,I-REL
,উশ্যির,B-FOOD
,শালুন,I-FOOD
,দিয়া,O
,ভাত,B-FOOD
,খাইতে,O
,বেমালা,O
,ভালবাসে,O
Sentence: 2435,এই,O
,গেদুডা,O
,পাহা,B-FOOD
,কোম্বা,I-FOOD
,খাইতেয়াছে,O
Sentence: 2436,আব্বায়,B-REL
,গেরাম,B-LOC
,দিয়া,O
,আওয়ার,O
,কালে,O
,ম্যালা,O
,বড়,O
,বড়,O
,ছোলোম,B-FOOD
,কিন্না,O
,আনছে,O
Sentence: 2437,মোর,O
,মায়,B-REL
,লকট,B-FOOD
,খাইতেয়াছে,O
Sentence: 2438,মোর,O
,ছোডো,B-REL
,ভাই,I-REL
,বিয়ালে,O
,মাছায়,O
,উইঠ্যা,O
,লগের,O
,বাড়ির,O
,মাছার,O
,কইতর,B-ANI
,দ্যাহে,O
Sentence: 2439,মোগো,O
,গেরামের,B-LOC
,বাড়িতে,I-LOC
,বেমালা,O
,মুরহার,B-ANI
,ছাও,I-ANI
,আছে,O
Sentence: 2440,গেদুডা,O
,এউক্কা,O
,মুরহার,B-ANI
,ছাও,I-ANI
,কোলে,O
,নেছে,O
Sentence: 2441,মোর,O
,ছোডো,B-REL
,বুইন,I-REL
,একছের,O
,গোঙ্গা,O
Sentence: 2442,গেরামের,B-LOC
,বাড়ি,I-LOC
,যাইয়া,O
,মুই,O
,একলা,O
,একলা,O
,হাতোর,O
,কাটছি,O
Sentence: 2443,মোর,O
,আব্বায়,B-REL
,মায়,B-REL
,ভাই,B-REL
,বুই,B-REL
,হাইতনায়,O
,বইয়া,O
,আছে,O
Sentence: 2444,মোগো,O
,বাড়ির,O
,উগোইরডা,O
,বেমালা,O
,বড়,O
Sentence: 2445,গেদুডা,O
,এউক্কা,O
,বিলোই,B-ANI
,ছাওরে,I-ANI
,আদর,O
,করতেয়াছে,O
Sentence: 2446,দাউরের,B-OBJ
,উনানে,I-OBJ
,রান্দা,O
,খাওন,O
,একছের,O
,মজা,O
Sentence: 2447,মোর,O
,বড়,B-ROLE
,ভাই,I-ROLE
,বাইগুন,B-FOOD
,শালুনের,I-FOOD
,হুররা,I-FOOD
,দুফুরে,O
,ভাত,B-FOOD
,খাইল্লে,O
Sentence: 2448,মোর,O
,আব্বায়,B-ROLE
,কদু,B-FOOD
,দিয়া,I-FOOD
,ইছা,I-FOOD
,মাছের,I-FOOD
,হুররা,I-FOOD
,মেলা,O
,পছন্দ,O
,করে,O
Sentence: 2449,মোর,O
,শীতের,O
,কালে,O
,নাইতে,O
,ভালো,O
,লাগেনা,O
Sentence: 2450,মোর,O
,বুইন,B-REL
,গেরামের,B-LOC
,বাড়ি,I-LOC
,যাইয়া,O
,পুহুইরে,B-LOC
,নাইতে,O
,যায়,O
Sentence: 2451,মোর,O
,মায়,B-REL
,কয়,O
,যে,O
,ট্যাঙ্গা,B-FOOD
,খাইলে,O
,মোর,O
,বুদ্ধি,O
,কইম্মা,O
,যাইবে,O
Sentence: 2452,মোর,O
,আব্বায়,B-REL
,বাজারে,B-LOC
,গোনে,O
,মোগো,O
,লইজ্ঞা,O
,ট্যাঙ্গা,B-FOOD
,কিন্না,O
,আনছে,O
Sentence: 2453,মোর,O
,গেরামের,B-LOC
,বাড়ির,I-LOC
,উডান,I-LOC
,বেমালা,O
,বড়,O
Sentence: 2454,এই,O
,গেদুডা,O
,গেরামের,B-LOC
,বাড়ির,I-LOC
,উডানে,O
,খ্যালতেআছে,O
Sentence: 2455,ছোডো,O
,গেদুডা,O
,বেমালা,O
,অসুস্থ,O
Sentence: 2456,এউক্কা,O
,আহত,O
,গেদু,O
,রাস্তায়,B-LOC
,খারাইয়া,O
,কানতেয়াছে,O
Sentence: 2457,মোর,O
,ছোডো,B-REL
,বুইনেরে,I-REL
,আইজগো,O
,বেইন্নাহালে,O
,হাসপাতালে,B-ORG
,নেওয়া,O
,হইছে,O
Sentence: 2458,আব্বায়,B-REL
,কইছে,O
,বইশ্যা,O
,হইলে,O
,বারিন্দার,O
,গাছে,O
,পানি,B-FOOD
,দেওয়ার,O
,দরকার,O
,নাই,O
Sentence: 2459,মোর,O
,মায়,B-REL
,বইশ্যা,O
,হইলেও,O
,বারিন্দার,O
,গাছে,O
,পানি,B-FOOD
,দ্যায়,O
Sentence: 2460,আব্বায়,B-REL
,কইছে,O
,গাছে,O
,বেশি,O
,পানি,B-FOOD
,দেলে,O
,গাছ,O
,মইররা,O
,যায়,O
Sentence: 2461,গ্যাছেকাইল,O
,বিয়ালে,O
,মোগো,O
,এইহানে,O
,বেমালা,O
,বইশ্যা,O
,হইছে,O
Sentence: 2462,মোর,O
,মায়,B-REL
,আইজগো,O
,হোয়ার,B-FOOD
,শালুন,I-FOOD
,রানতেয়াছে,O
Sentence: 2463,গরমের,O
,কালে,O
,নুন,B-FOOD
,দিয়া,O
,হোয়া,B-FOOD
,খাইতে,O
,বেমালা,O
,ভালো,O
,লাগে,O
Sentence: 2464,হোয়া,B-FOOD
,খাইতে,O
,বেমালা,O
,সুস্বাদু,O
Sentence: 2465,আব্বায়,B-REL
,আইজগো,O
,বেইন্নাহালে,O
,বাজারগোনে,O
,টমাটো,B-FOOD
,কিন্না,O
,আনছে,O
Sentence: 2466,দিন,O
,দিন,O
,টমাটোর,B-FOOD
,দাম,O
,বাড়তেই,O
,আছে,O
Sentence: 2467,মোর,O
,কউররার,B-FOOD
,ত্যাল,I-FOOD
,দিয়া,O
,মাছ,B-FOOD
,ভাইজ্জা,I-FOOD
,খাইতে,O
,বেমালা,O
,ভালো,O
,লাগে,O
Sentence: 2468,মোর,O
,দাদায়,B-REL
,চুলে,O
,কউররার,O
,ত্যাল,O
,দ্যায়,O
Sentence: 2469,মোর,O
,নানায়,B-REL
,কইছে,O
,কউররার,O
,ত্যাল,O
,চুল,O
,পরা,O
,কমায়,O
Sentence: 2470,এউক্কা,O
,চাষি,B-ROLE
,বাজারে,O
,টমাটো,B-FOOD
,বেচে,O
Sentence: 2471,মোর,O
,আব্বায়,B-REL
,শরিলে,O
,কউররার,O
,ত্যাল,O
,মালিশ,O
,করে,O
Sentence: 2472,দিন,O
,দিন,O
,মুই,O
,বেমালা,O
,অসুস্থ,O
,হইয়া,O
,যাইতেয়াছি,O
Sentence: 2473,যেইহানে,O
,সেইহানে,O
,ছ্যাপ,O
,হালাইন্না,O
,এককালে,O
,নিষেধ,O
Sentence: 2474,মোর,O
,আম্মায়,B-REL
,কইছে,O
,পেরতেকদিন,O
,ট্যাঙ্গা,B-FOOD
,খাইলে,O
,মোর,O
,শরিলের,O
,রক্ত,O
,পানি,O
,হইয়া,O
,যাইবে,O
Sentence: 2475,মোর,O
,ছোডো,B-REL
,ভাইর,I-REL
,প্রিয়,O
,ফল,B-FOOD
,হইলে,O
,লকট,B-FOOD
Sentence: 2476,গেদুডার,O
,কয়দিন,O
,ধইররা,O
,সর্দি,O
,কাশ,O
Sentence: 2477,মোগো,O
,গেরামের,B-LOC
,বাজারে,I-LOC
,বেমালা,O
,বড়,O
,এউক্কা,O
,দেশী,B-ANI
,মুরহার,I-ANI
,দোকান,B-LOC
,আছে,O
Sentence: 2478,বেইন্নাহালে,O
,ঘুমে,O
,গোনে,O
,উইটঠা,O
,নাহইল,B-FOOD
,পানি,I-FOOD
,খাইতে,O
,মোর,O
,বেমালা,O
,ভালো,O
,লাগে,O
Sentence: 2479,মুই,O
,আইজগো,O
,উশ্যি,B-FOOD
,ভাজি,I-FOOD
,দিয়া,O
,দুফুরে,O
,ভাত,B-FOOD
,খাইছি,O
Sentence: 2480,মায়,B-REL
,মোর,O
,লইজ্ঞা,O
,উশ্যি,B-FOOD
,ভাজি,I-FOOD
,রানছে,O
Sentence: 2481,মায়,B-REL
,ওশ্যায়,O
,বইয়া,O
,মাডির,B-OBJ
,পাইলায়,I-OBJ
,মুরহার,B-FOOD
,গোস্ত,I-FOOD
,রানছে,O
Sentence: 2482,বেমালা,O
,মানু,O
,শখের,O
,ঠেলায়,O
,মাছার,O
,উপরে,O
,কইতর,B-ANI
,পালে,O
Sentence: 2483,দুজ্ঞাদিন,O
,ধইররা,O
,মোর,O
,বেমালা,O
,ঠান্ডা,O
,জ্বর,O
Sentence: 2484,বেইন্নাহালে,O
,ঘুমে,O
,গোনে,O
,উইটঠা,O
,ঘরের,O
,উগোইর,O
,পরিষ্কার,O
,করতে,O
,হইবে,O
Sentence: 2485,নুন,B-FOOD
,দিয়া,O
,হবরি,B-FOOD
,খাইতে,O
,মোর,O
,ছোডো,B-REL
,বুইনে,I-REL
,বেমালা,O
,পছন্দ,O
,করে,O
Sentence: 2486,মায়,B-REL
,ওশ্যায়,O
,বইয়া,O
,আব্বার,B-REL
,লইজ্ঞা,O
,উশ্যির,B-FOOD
,শালুন,I-FOOD
,রানছে,O
Sentence: 2487,মুই,O
,আর,O
,আব্বায়,B-REL
,গ্যাছেকাইল,O
,সিলেট,B-LOC
,গোনে,O
,ঢাকায়,B-LOC
,আইছি,O
Sentence: 2488,মায়,B-REL
,দাউর,B-OBJ
,উনানে,I-OBJ
,রানতেয়াছে,O
Sentence: 2489,মোর,O
,বড়,B-REL
,বুইনডা,I-REL
,কাঁচা,B-FOOD
,আমের,I-FOOD
,শরবত,I-FOOD
,খাইতে,O
,বেমালা,O
,ভালবাসে,O
Sentence: 2490,এই,O
,গোঙ্গা,O
,পোলাডা,O
,দুজ্ঞাদিন,O
,ধইররা,O
,পড়াল্যাহা,O
,করতেয়াছে,O
,না,O
Sentence: 2491,বিয়ালে,O
,মায়,B-REL
,মোর,O
,লইজ্ঞা,O
,হোয়ার,B-FOOD
,স্যুপ,I-FOOD
,রানছে,O
Sentence: 2492,মোর,O
,ইস্কুলে,B-ORG
,কোন,O
,খ্যালার,B-LOC
,মাঠ,I-LOC
,নাই,O
Sentence: 2493,মোরা,O
,হগলডি,O
,একলগে,O
,খ্যালা,O
,দেখতেয়াছিলাম,O
Sentence: 2494,বিশ্বকাপ,B-ORG
,কিরকেট,O
,খ্যালা,O
,আইজগো,O
,গোনে,O
